file;general;race;class;anim;deathvar;dialog;origin;name;MonsterId;ValidatedMonsterId
BDDOGW01;ANIMAL;DOG;DOG_WILD;DOG_GRAY;BDDOGW01;BDDOGW01;BG1;Little Wanderer;WildDog;true
BDDOPPGR;MONSTER;DOPPLEGANGER;DOPPLEGANGER_GREATER;DOPPLEGANGER_GREATER;BDDOPPGR;;stratagems;Greater Doppelganger;;
BDDRGGRY;MONSTER;DRAGON;GREEN_DRAGON;WYVERN;BDDRGGRY;;BG1;Young Green Dragon;;
BDDRIDR1;MONSTER;SPIDER;FIGHTER_CLERIC;DRIDER_FEMALE;BDDRIDR1;;BG1;Drider;;
BDDRIDRF;MONSTER;SPIDER;FIGHTER_CLERIC;DRIDER_FEMALE;BDDRIDRF;;BG1;Drider;;
BDDRIDRM;MONSTER;SPIDER;FIGHTER_MAGE;DRIDER_MALE;BDDRIDRM;;BG1;Drider;;
BDDSARC4;HUMANOID;HOBGOBLIN;FIGHTER;HOBGOBLIN;BDDSARCH;BDCRUS29;BG1;Mercenary;;
BDDYINGM;MONSTER;NO_RACE;NO_CLASS;MYCONID_RED;BDDYINGM;BDDYINGM;BG1;Dying Myconid;;
BDEARTHE;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_EARTH;ELEMENTAL_EARTH;BDEARTHE;BDEARTHE;BG1;Greater Earth Elemental;;
BDEFREET;GIANTHUMANOID;GENIE;GENIE_EFREETI;DJINNI_LEGS;BDEFREET;;BG1;Efreeti;;
BDEINER;GIANTHUMANOID;OGRE;FIGHTER;OGRE;BDEINER;BDEINER;BG1;Einer;OgreBerserker;true
BDELEFIR;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE;BDELEFIR;;BG1;Greater Fire Elemental;;
BDELF1D;DEAD;ELF;FIGHTER;FIGHTER_FEMALE_ELF;;;BG1;Elf;;
BDELF2D;DEAD;ELF;FIGHTER;FIGHTER_FEMALE_ELF;;;BG1;Elf;;
BDELF3D;DEAD;ELF;FIGHTER;FIGHTER_MALE_ELF;;;BG1;Elf;;
BDELF4D;DEAD;ELF;FIGHTER;FIGHTER_FEMALE_ELF;;;BG1;Elf;;
BDELFIRG;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE;BDELFIRG;;BG1;Greater Fire Elemental;;
BDELFIRL;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE;BDELFIRL;;BG1;Lesser Fire Elemental;;
BDELFIRM;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE_SMALL;BDELFIRM;;BG1;Fire Elemental;;
BDENDLES;UNDEAD;SPECTRE;SPECTRE;GHOST;BDENDLES;BDENDLES;BG1;Endless Watcher;Spectre;false
BDENTCOR;DEAD;HUMAN;INNOCENT;NOBLE_WOMAN;BDENTCOR;None;BG1;Corpse;;
BDENTHOR;ANIMAL;NO_RACE;NO_CLASS;HORSE;BDENTHOR;None;BG1;Horse;;
BDENTRAN;GIANTHUMANOID;GIANT;GIANT;CYCLOPS;BDENTRAN;BDENTRAN;BG1;Cyclops;;
BDERINYE;MONSTER;DEMONIC;IMP;MAGE_FEMALE_ELF;BDERINYE;;BG1;Erinyes;;
BDETTIN;UNDEAD;SPECTRE;GIANT;ETTIN_GHOST;BDETTIN;BDETTIN;BG1;Ettin Ghost;Ettin;true
BDFEYR;MONSTER;FEYR;NO_CLASS;FEYR_GREATER;BDFEYR;;BG1;Greater Feyr;;
BDFFDOP1;MONSTER;DOPPLEGANGER;DOPPLEGANGER;DOPPLEGANGER;BDFFDOP1;BDFFDOPP;stratagems;Doppelganger;;
BDFINHEP;MONSTER;DEMONIC;IMP;ABISHAI_RED;BDHEPHER;;BG1;Hephernaan;;
BDFLOSS;HUMANOID;SAHUAGIN;FIGHTER;SAHUAGIN;BDFLOSS;BDFLOSS;BG1;Floss;;
BDFORCW1;HUMANOID;KOBOLD;FIGHTER;KOBOLD;BDFORCW1;BDCRUS;BG1;Mercenary;;
BDFORCW3;HUMANOID;HOBGOBLIN;FIGHTER;HOBGOBLIN;BDFORCW3;BDCRUS;BG1;Mercenary;;
BDFRAT;ANIMAL;RABBIT;FOOD_CREATURE;RAT;BDFRAT;BDFRAT;BG1;Rat;;
BDGARFOU;UNDEAD;GOBLIN;FIGHTER;GOBLIN_ELITE_AXE;BDGARFOU;BDGARFOU;BG1;Gar Fouleye;;
BDGAUTH;MONSTER;BEHOLDER;BEHOLDER;BEHOLDER_SMALL;BDGAUTH;BDGAUTH;BG1;Gauth;;
BDGHAST;UNDEAD;GHOUL;GHOUL_GHAST;GHAST;BDGHAST;;BG1;Ghast;Ghast;true
BDGHASTG;UNDEAD;GHOUL;GHOUL_GHAST;GHAST_GREATER;BDGHASTG;;BG1;Greater Ghast;GhoulLord;true
BDGHBRSU;ANIMAL;BEAR;SHAMAN;BEAR_POLAR;NONE;;BG1;Ghost Bear;PolarBear;true
BDGHOSTF;UNDEAD;SPECTRE;SPECTRE;PEASANT_WOMAN_FIGHTER;BDGHOSTF;;BG1;Ghost;PolarBear;true
BDGHOSTM;UNDEAD;SPECTRE;SPECTRE;PEASANT_MAN_FIGHTER;BDGHOSTM;;BG1;Ghost;Ghost;true
BDGIANHI;GIANTHUMANOID;GIANT;GIANT;GIANT_HILL;BDGIANHI;;BG1;Hill Giant;;
BDGIANHL;GIANTHUMANOID;GIANT;FIGHTER;GIANT_HILL;BDGIANHL;;BG1;Hill Giant Leader;;
BDGIBBBR;HUMANOID;GIBBERLING;GIBBERLING;GIBBERLING_BROOD;BDGIBBBR;;BG1;Brood Gibberling;;
BDGNALER;HUMANOID;GNOLL;FIGHTER;GNOLL;BDGNALER;BDGNALER;BG1;GnÃƒÂ¥ler;;
BDGNARG;HUMANOID;ORC;FIGHTER;OROG_ELITE;BDGNARG;BDGNARG;BG1;Gnarg Big-Bug;;
BDGNARG1;HUMANOID;ORC;FIGHTER;ORC_MELEE;BDGNARG1;BDCRUS29;BG1;Mercenary;;
BDGNARG2;HUMANOID;ORC;FIGHTER;ORC_RANGE;BDGNARG2;BDCRUS29;BG1;Mercenary;;
BDGNARG3;HUMANOID;ORC;FIGHTER;ORC_ELITE_MELEE;BDGNARG3;BDCRUS29;BG1;Mercenary;;
BDGNARG4;HUMANOID;ORC;DRUID;ORC_SHAMAN;BDGNARG4;BDCRUS29;BG1;Orc Shaman;;
BDGNARG5;HUMANOID;ORC;CLERIC;ORC_SHAMAN;BDGNARG5;BDCRUS29;BG1;Orc Priest;;
BDGOB01;HUMANOID;GOBLIN;FIGHTER;GOBLIN_BOW;BDGOB01;;BG1;Goblin Archer;;
BDGOB02;HUMANOID;GOBLIN;FIGHTER;GOBLIN_AXE;BDGOB02;;BG1;Goblin Warrior;;
BDGOB03;HUMANOID;GOBLIN;FIGHTER;GOBLIN_CAPTAIN;BDGOB03;;BG1;Goblin Chieftain;;
BDGOB04;HUMANOID;GOBLIN;DRUID;GOBLIN_SHAMAN;BDGOB04;;BG1;Goblin Witch Doctor;;
BDGOB05;HUMANOID;GOBLIN;FIGHTER;GOBLIN_WORG;BDGOB05;;BG1;Goblin Worg Rider;;
BDGOB06;HUMANOID;GOBLIN;FIGHTER;GOBLIN_WORG_CAPTAIN;BDGOB06;;BG1;Goblin Raid Leader;;
BDGOB07;HUMANOID;GOBLIN;FIGHTER;GOBLIN_ELITE_BOW;BDGOB07;;BG1;Goblin Sharpshooter;;
BDGOB08;HUMANOID;GOBLIN;FIGHTER;GOBLIN_ELITE_AXE;BDGOB08;;BG1;Goblin Veteran;;
BDGOBBO1;HUMANOID;GOBLIN;FIGHTER;GOBLIN_ELITE_AXE;BDGOBBO1;;BG1;Goblin;;
BDGOBBO2;HUMANOID;GOBLIN;FIGHTER;GOBLIN_ELITE_BOW;BDGOBBO2;;BG1;Goblin;;
BDGOGH01;HUMANOID;GOBLIN;FIGHTER;GOBLIN_CAPTAIN;BDGOGH01;;BG1;Goblin Chieftain;;
BDGOGH02;HUMANOID;GOBLIN;FIGHTER;GOBLIN_BOW;BDGOGH02;;BG1;Goblin Warrior;;
BDGOLEMF;GIANTHUMANOID;GOLEM;GOLEM_FLESH;OGRILLON;BDGOLEMF;BDGOLEMF;BG1;;FleshGolem;false
BDGOLSTO;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_CLAY;BDGOLSTO;;BG1;Stone Golem;StoneGolem;true
BDGRIMGO;HUMANOID;ORC;FIGHTER_CLERIC;OROG_SHAMAN;BDGRIMGO;BDGRIMGO;BG1;Grimgor;;
BDGRIZHU;ANIMAL;BEAR;HUNTER_CREATURE;BEAR_BROWN;BDGRIZHU;;BG1;Grizzly Bear;GrizzlyBear;true
BDGURGLE;HUMANOID;SAHUAGIN;FIGHTER;SAHUAGIN_IWD;BDGURGLE;BDGURGLE;BG1;Gurgle;;
BDHALAT;MONSTER;DRAGON;SILVER_DRAGON;DRAGON_WHITE_YOUNG;BDHALATA;BDHALAT;BG1;Halatathlaer;;
BDHALAT2;MONSTER;DRAGON;SILVER_DRAGON;DRAGON_WHITE_YOUNG;BDHALATA;BDHALAT;BG1;Halatathlaer;;
BDHALATA;MONSTER;DRAGON;SILVER_DRAGON;DRAGON_WHITE_YOUNG;BDHALATA;BDHALATA;BG1;Halatathlaer;;
BDHAMADC;HUMANOID;FAIRY;FAIRY_DRYAD;SIRINE;BDHAMADC;;BG1;Corrupted Hamadryad;Hamadryad;true
BDHAMADR;HUMANOID;FAIRY;FAIRY_DRYAD;SIRINE;BDHAMADR;;BG1;Hamadryad;Hamadryad;true
BDHAMATU;MONSTER;DEMONIC;IMP;ABISHAI_BLUE;BDHAMATU;;BG1;Hamatula;;
BDHELCAT;ANIMAL;DEMONIC;IMP;GREATCAT_PANTHER;BDHELCAT;;BG1;Hellcat;Hellcat;true
BDHELP01;MONSTER;SPIDER;SPIDER_GIANT;SPIDER_GIANT;BDHELP01;;BG1;Giant Spider;GiantSpider;true
BDHELP02;ANIMAL;CAT;CAT;GREATCAT_LEOPARD;BDLION01;;BG1;Lion;Lion;true
BDHELP03;MONSTER;SPIDER;SPIDER_SWORD;SPIDER_SWORD;BDHELP03;;BG1;Sword Spider;SwordSpider;true
BDHELP04;ANIMAL;CAT;CAT;GREATCAT_PANTHER;BDHELP04;;BG1;Panther;Jaguar;true
BDHOBG01;HUMANOID;HOBGOBLIN;FIGHTER;HOBGOBLIN;BDHOBG01;;BG1;Hobgoblin Captain;;
BDHOBG02;HUMANOID;HOBGOBLIN;FIGHTER_THIEF;HOBGOBLIN;BDHOBG02;;BG1;Hobgoblin Scout;;
BDHOBG03;HUMANOID;HOBGOBLIN;RANGER;HOBGOBLIN;BDHOBG03;;BG1;Hobgoblin Marksman;;
BDHOBG04;HUMANOID;HOBGOBLIN;CLERIC;HOBGOBLIN;BDHOBG04;;BG1;Hobgoblin Priest;;
BDHOBG05;HUMANOID;HOBGOBLIN;FIGHTER;HOBGOBLIN;BDHOBG05;;BG1;Hobgoblin Veteran;;
BDHOOKHR;MONSTER;HOOK_HORROR;HUNTER_CREATURE;HOOK_HORROR;BDHOOKHR;;BG1;Hook Horror;;
BDIDYLET;MONSTER;SOLAR;CLERIC;SOLAR;BDIDYLET;BDIDYLET;BG1;Idyletia;;
BDILLARU;MONSTER;DEMONIC;IMP;MAGE_FEMALE_ELF;BDILLARU;BDILLARU;BG1;Illaruel;;
BDIMOEDO;MONSTER;DOPPLEGANGER;DOPPLEGANGER_GREATER;THIEF_FEMALE_HUMAN;BDIMOEDO;BDIMOEDO;stratagems;Imoen;;
BDIMOITM;HUMANOID;NO_RACE;NO_CLASS;BIRD;BDIMOITM;NONE;BG1;;;
BDIMP;HUMANOID;IMP;IMP;IMP;BDIMP;;BG1;Imp;;
BDIMPD;HUMANOID;DEMONIC;FIGHTER;IMP;BDIMP;BDIMP;BG1;Imp;;
BDJELLMU;MONSTER;SLIME;MUSTARD_JELLY;SLIME_MUSTARD;None;;BG1;Mustard Jelly;MustardJelly;true
BDJELLOC;MONSTER;SLIME;OCRE_JELLY;SLIME_OCHRE;BDJELLOC;;BG1;Ochre Jelly;OchreJelly;true
BDJUNIA2;UNDEAD;GHOUL;GHOUL;GHAST;BDJUNIA2;;BG1;Junia;Ghoul;false
BDKAG;HUMANOID;GNOLL;GNOLL;GNOLL;BDKAG;BDKAG;BG1;Kag;;
BDKAMBAL;HUMANOID;KOBOLD;FIGHTER;KOBOLD;BDKAMBAL;BDKAMBAL;BG1;KÃƒÂ¥mbolder;;
BDKEG;GENERAL_ITEM;NO_RACE;NO_CLASS;KEG1;BDKEG;;BG1;Barrel;;
BDKEG2;GENERAL_ITEM;NO_RACE;NO_CLASS;KEG1;BDKEG2;;BG1;Barrel;;
BDKEGX;GENERAL_ITEM;NO_RACE;NO_CLASS;KEG3;BDKEGX;;BG1;Barrel;;
BDKORDEO;GIANTHUMANOID;OGRE;OGRE_OGRILLON;OGRILLON;BDKORDEO;BDTOMB5;BG1;Ogrillon;Ogrillon;true
BDKRUNTU;MONSTER;RABBIT;CLERIC;RABBIT;BDWELL01;BDKRUNTU;BG1;Hide Armor;;
BDLEMURD;HUMANOID;DEMONIC;FIGHTER;LEMURE;BDLEMURE;BDLEMURE;BG1;Lemure;;
BDLEMURE;MONSTER;DEMONIC;IMP;LEMURE;BDLEMURE;BDLEMURE;BG1;Lemure;;
BDLITLA;UNDEAD;SPECTRE;MAGE_THIEF;THIEF_FEMALE_GNOME;BDLITLA;BDLITILA;BG1;Litla;Ghost;true
BDLON;MONSTER;LYCANTHROPE;WOLFWERE;THIEF_MALE_HUMAN;BDLON;BDLON;stratagems;Lon;;
BDLONWER;MONSTER;LYCANTHROPE;WEREWOLF;WEREWOLF;BDLONWER;None;stratagems;Werewolf;;
BDMCARRI;MONSTER;CARRIONCRAWLER;CARRIONCRAWLER;CARRION_CRAWLER;BDMCARRI;;BG1;Mutated Crawler;CarrionCrawler;true
BDMENGO;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_CLAY;NONE;NONE;BG1;Stone Golem;StoneGolem;true
BDMENHIR;GENERAL_ITEM;NO_RACE;NO_CLASS;NULL_ANIMATION;NONE;NONE;BG1;Ancient Menhir;;
BDMEPE01;HUMANOID;MEPHIT;MEPHIT;IMP;BDMEPE01;;BG1;Earth Mephit;;
BDMEPF01;HUMANOID;MEPHIT;MEPHIT;IMP;BDMEPF01;;BG1;Fire Mephit;;
BDMEPHIT;HUMANOID;MEPHIT;MEPHIT;IMP;NONE;;BG1;Fire Mephit;;
BDMEPHIW;HUMANOID;MEPHIT;MEPHIT;IMP;BDMEPHIW;BDMEPHIW;BG1;Water Mephit;;
BDMEPI01;HUMANOID;MEPHIT;MEPHIT;IMP;BDMEPI01;;BG1;Ice Mephit;;
BDMEPL01;HUMANOID;MEPHIT;MEPHIT;IMP;BDMEPL01;;BG1;Lightning Mephit;;
BDMEPSUE;HUMANOID;MEPHIT;MEPHIT;IMP;BDMEPSUE;;BG1;Earth Mephit;;
BDMEPSUF;HUMANOID;MEPHIT;MEPHIT;IMP;BDMEPSUF;;BG1;Fire Mephit;;
BDMEPSUI;HUMANOID;MEPHIT;MEPHIT;IMP;BDMEPSUI;;BG1;Ice Mephit;;
BDMEPSUL;HUMANOID;MEPHIT;MEPHIT;IMP;BDMEPSUL;;BG1;Lightning Mephit;;
BDMIMIC;MONSTER;MIMIC;MIMIC;DOOM_GUARD;BDMIMIC;;BG1;Killer Mimic;;
BDMKHI7;HUMANOID;GOBLIN;SHAMAN;MKHIIN;MKHIIN;BDMKHIIN;BG1;M'Khiin;;
BDMORENT;MONSTER;DRAGON;GREEN_DRAGON;DRAGON_GREEN_JUVENILE;BDMORENT;BDMORENT;BG1;Morentherene;;
BDMORRUK;GIANTHUMANOID;TROLL;TROLL;TROLL;BDMORRUK;BDMORRUK;BG1;Troll;;
BDMUMM01;UNDEAD;GHOUL;GHOUL_REVEANT;MUMMY;BDMUMM01;;BG1;Mummy;Mummy;true
BDMUMMY;UNDEAD;GHOUL;GHOUL_REVEANT;MUMMY;BDMUMMY;BDMUMMY;BG1;Fanegonorom;Mummy;true
BDMURS;GIANTHUMANOID;OGRE;OGRE_MAGE;OGRE_MAGE;BDMURS;BDMURS;BG1;Murs;OgreMage;true
BDMURS2;GIANTHUMANOID;OGRE;OGRE_MAGE;OGRE_MAGE;BDMURS;BDMURS;BG1;Murs;OgreMage;true
BDMYC01;PLANT;MYCONID;NO_CLASS;MYCONID_RED;BDMYC01;;BG1;Red Myconid;;
BDMYCBL;PLANT;MYCONID;NO_CLASS;MYCONID_BLUE;BDMYCBL;;BG1;Blue Myconid;;
BDMYCELD;PLANT;MYCONID;NO_CLASS;MYCONID_BLUE;BDMYCELD;BDMYCELD;BG1;Myconid Elder;;
BDMYCRD;PLANT;MYCONID;NO_CLASS;MYCONID_RED;BDMYCRD;;BG1;Red Myconid;;
BDMYCSU1;PLANT;MYCONID;NO_CLASS;MYCONID_RED;BDMYCSU1;;BG1;Red Myconid;;
BDNAZRAM;GIANTHUMANOID;GENIE;GENIE_NOBLE_DJINNI;DJINNI;BDNAZRAM;BDNAZRAM;BG1;Nazramu;;
BDNEO;MONSTER;ANKHEG;ANKHEG;12289;None;;BG1;Ankheg;Ankheg;true
BDNEOTHE;MONSTER;MIND_FLAYER;NEOTHELID;12289;BDNEOTHE;;BG1;Neothelid;;
BDNEREID;HUMANOID;FAIRY;FAIRY_NEREID;SIRINE;BDNEREID;;BG1;Nereid;Dryad;false
BDNOREST;HUMANOID;NO_RACE;NO_CLASS;BIRD;BDNOREST;NONE;BG1;;;
BDNUBER1;UNDEAD;HUMAN;NO_CLASS;PEASANT_MAN_FIGHTER;BDNUBER1;BDNUBER;BG1;NÃƒÂ¼ber;;
BDNUBER2;UNDEAD;HUMAN;NO_CLASS;FIGHTER_MALE_HUMAN;BDNUBER2;BDNUBER;BG1;NÃƒÂ¼ber;;
BDNYMP01;HUMANOID;FAIRY;DRUID;SIRINE;BDNYMP01;;BG1;Nymph;Nymph;true
BDNYMP02;HUMANOID;FAIRY;DRUID;SIRINE;BDNYMP02;;BG1;Corrupted Nymph;Nymph;true
BDOCK1;GIANTHUMANOID;OGRE;OGRE;OGRE;BDock1;bdock1;BG2;Dockhand Ogre;Ogre;false
BDOCK2;GIANTHUMANOID;OGRE;OGRE;OGRE;BDock2;bdock2;BG2;Dockhand Ogre;Ogre;false
BDOFFSCR;HUMANOID;NO_RACE;NO_CLASS;BIRD;BDOFFSCR;NONE;BG2;;;
BDOGRE01;GIANTHUMANOID;OGRE;OGRE;OGRE;BDOGRE01;;BG1;Ogre;Ogre;true
BDOGRE02;GIANTHUMANOID;OGRE;FIGHTER;OGRE;BDOGRE02;;BG1;Ogre Berserker;OgreBerserker;true
BDOGRE03;GIANTHUMANOID;OGRE;FIGHTER_MAGE;OGRE_MAGE;BDOGRE03;;BG1;Ogre Mage;OgreMage;true
BDOGRE04;GIANTHUMANOID;OGRE;FIGHTER;HALF_OGRE;BDOGRE04;;BG1;Half-Ogre Veteran;HalfOgre;true
BDOGRE05;GIANTHUMANOID;OGRE;SHAMAN;OGRE_MAGE;BDOGRE05;;BG1;Ogre Shaman;OgreShaman;true
BDOGRE06;GIANTHUMANOID;OGRE;FIGHTER;OGRE;BDOGRE06;;BG1;Ogre Chieftain;OgreBerserker;true
BDOGRE1D;GIANTHUMANOID;OGRE;OGRE;OGRE;BDOGREM;BDOGREM;BG1;Ogre;Ogre;true
BDOGREDS;GIANTHUMANOID;OGRE;FIGHTER;OGRE;BDOGREDS;BDOGREDS;BG1;Ogre Berserker;OgreBerserker;true
BDOGREF;GIANTHUMANOID;OGRE;OGRE;OGRE;BDOGREF;BDOGREF;BG1;Ogre;Ogre;true
BDOGREM;GIANTHUMANOID;OGRE;OGRE;OGRE;BDOGREM;BDOGREM;BG1;Ogre;Ogre;true
BDORC01;HUMANOID;ORC;ORC;ORC_MELEE;orc01;None;BG1;Half-Orc;;
BDORC02;HUMANOID;ORC;ORC;ORC_SHAMAN;orc01;None;BG1;Half-Orc;;
BDORC1D;DEAD;ORC;FIGHTER;ORC_MELEE;;;BG1;Orc Warrior;;
BDORC2D;DEAD;ORC;FIGHTER;ORC_RANGE;;;BG1;Orc Archer;;
BDOROG01;HUMANOID;ORC;FIGHTER;OROG;BDOROG01;;BG1;Orog;;
BDOROG02;HUMANOID;ORC;FIGHTER;OROG_ELITE;BDOROG02;;BG1;Orog Elite;;
BDOROG03;HUMANOID;ORC;CLERIC;OROG_SHAMAN;BDOROG03;;BG1;Orog Priest;;
BDOROG04;HUMANOID;ORC;SHAMAN;OROG_SHAMAN;BDOROG04;;BG1;Orog Shaman;;
BDOROG05;HUMANOID;ORC;FIGHTER_THIEF;OROG_ELITE;BDOROG05;;BG1;Orog Marauder;;
BDOROG1D;DEAD;ORC;FIGHTER;OROG;;;BG1;Orog;;
BDOROG2D;DEAD;ORC;FIGHTER;OROG_SHAMAN;;;BG1;Orog Priest;;
BDOROGSG;HUMANOID;ORC;FIGHTER;OROG_CHIEFTAIN;BDOROGSG;;BG1;Orog Chieftain;;
BDOTYG01;MONSTER;OTYUGH;OTYUGH;OTYUGH;BDOTYG01;;BG1;Neo-Otyugh;;
BDOTYG02;MONSTER;OTYUGH;OTYUGH;OTYUGH;BDOTYG02;;BG1;Otyugh;;
BDPCCASH;HUMANOID;NO_RACE;NO_CLASS;BIRD;BDPCCASH;NONE;BG1;;;
BDPETSG;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_MINI;BDPETSG;;A7-GolemConstruction;Lesser Stone Golem;StoneGolem;false
BDPETSG2;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_MINI;BDPETSG2;BDPETSG;A7-GolemConstruction;Lesser Stone Golem;StoneGolem;false
BDPETSGS;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_MINI;BDPETSGS;;A7-GolemConstruction;Lesser Stone Golem;StoneGolem;false
BDPRISD1;ANIMAL;DOG;DOG_WAR;DOG_WAR;BDPRISD1;;BG1;Dog;WarDog;true
BDPRISD2;ANIMAL;DOG;DOG_WAR;DOG_WAR;BDPRISD2;;BG1;Dog;WarDog;true
BDPRISGU;HUMANOID;ORC;FIGHTER;ORC_MELEE;BDPRISGU;BDCRUS;BG1;Mercenary;;
BDPUDDBL;MONSTER;SLIME;GREY_OOZE;BLACK_PUDDING;BDPUDDBL;;BG1;Black Pudding;BlackPudding;true
BDPWATER;HUMANOID;FAIRY;FAIRY_NEREID;SIRINE;BDPWATER;BDPWATER;BG1;Nereid;Dryad;false
BDRAGGEM;HUMANOID;GOBLIN;DRUID;GOBLIN_SHAMAN;BDRAGGEM;BDRAGGEM;BG1;Raggemos;;
BDRAT;ANIMAL;RABBIT;FOOD_CREATURE;RAT_OUTSIDE;BDRAT;None;BG1;Rat;;
BDRAT2;ANIMAL;RABBIT;FOOD_CREATURE;RAT_OUTSIDE;BDRAT2;None;BG1;Rat;;
BDRATDIE;ANIMAL;RABBIT;FOOD_CREATURE;RAT_OUTSIDE;BDRAT;None;BG1;Rat;;
BDRATNC;ANIMAL;RABBIT;FOOD_CREATURE;RAT_OUTSIDE;BDRATNC;;BG1;Rat;;
BDRGOSZ;UNDEAD;GOBLIN;FIGHTER;GOBLIN_AXE;BDRGOSZ;BDRGOSZ;BG1;R'gosz the Puke;;
BDRIDER1;HUMANOID;GOBLIN;FIGHTER;GOBLIN_WORG;BDRIDER1;;BG1;Worg Rider;;
BDRIDER2;HUMANOID;GOBLIN;FIGHTER;GOBLIN_WORG;BDRIDER2;;BG1;Worg Rider;;
BDSABN;HUMANOID;GOBLIN;FIGHTER;GOBLIN_WORG_CAPTAIN;BDSABN;;BG1;Sab'n;;
BDSAC03;UNDEAD;ZOMBIE;ZOMBIE_NORMAL;ZOMBIE;BDSAC03;ZOMBIE;BG1;Zombie;;
BDSALF01;MONSTER;SALAMANDER;ELEMENTAL_FIRE;SALAMANDER_FIRE;BDSALF01;;BG1;Fire Salamander;;
BDSCRY;GENERAL_ITEM;NO_RACE;NO_CLASS;NULL_ANIMATION;BDSCRY;BDSCRY;BG1;Scrying Pool;;
BDSDDD13;ANIMAL;NO_RACE;NO_CLASS;BIRD;BDSDDD13;None;BG1;Bird;;
BDSEMAHL;GIANTHUMANOID;GIANT;FIGHTER;GIANT_VERBEEG;BDSEMAHL;BDSEMAHL;BG1;Semahl;;
BDSENTRY;GIANTHUMANOID;GOLEM;NO_CLASS;ANIMATED_PLATE_BRONZE;BDSENTRY;;BG1;Sentry of Tempus;;
BDSERVSU;MONSTER;ELEMENTAL;ELEMENTAL_AIR;ELEMENTAL_AIR_SMALL;NONE;;BG1;Aerial Servant;;
BDSHA01A;ANIMAL;NO_RACE;NO_CLASS;WOLF_DIRE;BDSHA01A;;BG2;Fox Spirit;;
BDSHA01A;ANIMAL;NO_RACE;NO_CLASS;WOLF_DIRE;BDSHA01A;;BG1;Fox Spirit;;
BDSHA01B;ANIMAL;NO_RACE;NO_CLASS;SNAKE;BDSHA01B;;BG2;Snake Spirit;;
BDSHA01B;ANIMAL;NO_RACE;NO_CLASS;SNAKE;BDSHA01B;;BG1;Snake Spirit;;
BDSHA01C;ANIMAL;DOG;DOG_WAR;DOG_WAR;BDSHAM1C;;BG2;Hound Spirit;SpectralHound;true
BDSHA01C;ANIMAL;DOG;DOG_WAR;DOG_WAR;BDSHAM1C;;BG1;Hound Spirit;SpectralHound;true
BDSHA06A;ANIMAL;NO_RACE;NO_CLASS;BEAR_BROWN;BDSHA06A;;BG2;Bear Spirit;;
BDSHA06A;ANIMAL;NO_RACE;NO_CLASS;BEAR_BROWN;BDSHA06A;;BG1;Bear Spirit;;
BDSHA06B;ANIMAL;NO_RACE;NO_CLASS;GREATCAT_PANTHER;BDSHA06B;;BG2;Panther Spirit;;
BDSHA06B;ANIMAL;NO_RACE;NO_CLASS;GREATCAT_PANTHER;BDSHA06B;;BG1;Panther Spirit;;
BDSHA06C;ANIMAL;NO_RACE;NO_CLASS;BOAR_ARCTIC;BDSHA06C;;BG2;Boar Spirit;;
BDSHA06C;ANIMAL;NO_RACE;NO_CLASS;BOAR_ARCTIC;BDSHA06C;;BG1;Boar Spirit;;
BDSHA12A;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE_SMALL;BDSHA12A;;BG2;Lesser Fire Spirit;;
BDSHA12A;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE_SMALL;BDSHA12A;;BG1;Lesser Fire Spirit;;
BDSHA12B;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_AIR;ELEMENTAL_AIR_SMALL;BDSHA12B;;BG2;Lesser Air Spirit;;
BDSHA12B;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_AIR;ELEMENTAL_AIR_SMALL;BDSHA12B;;BG1;Lesser Air Spirit;;
BDSHA12C;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_EARTH;ELEMENTAL_EARTH_SMALL;BDSHA12C;;BG2;Lesser Earth Spirit;;
BDSHA12C;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_EARTH;ELEMENTAL_EARTH_SMALL;BDSHA12C;;BG1;Lesser Earth Spirit;;
BDSHA18A;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE;BDSHA18A;;BG2;Fire Spirit;;
BDSHA18A;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE;BDSHA18A;;BG1;Fire Spirit;;
