
file;general;race;class;anim;deathvar;dialog;level;gender;sex;allegiance;overrideScript;classScript;raceScript;generalScript;defaultScript;helmet;shield;lring;rring;amulet;weapon1;weapon2;weapon3;weapon4;xpv;name
BDPCRUS;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDPCRUS;BDPCRUS;2;MALE;MALE;NEUTRAL;BDENTAN2;;BDFIGH01;NONE;NONE;HELM13;;BDSLIME;;;SW1H04;;;;10;Poisoned Crusader
BDPEDRO;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDPEDRO;BDPEDRO;7;MALE;MALE;NEUTRAL;;BDDSC2;BDSHOUT;BDFIGH01;;HELM01;;;;;SW2H01;;;;420;Crusader Pedro
BDPERREN;HUMANOID;HUMAN;INNOCENT;SLAVE;BDPERREN;BDPERREN;1;MALE;MALE;NEUTRAL;;;None;None;;;;;;;;;;;7;Perren
BDPETR01;HUMANOID;HUMAN;INNOCENT;FIGHTER_FEMALE_HUMAN;bdpetr01;BDPETR01;1;FEMALE;FEMALE;NEUTRAL;BDPETR01;SHOUT;RUNENEMY;None;;;;;;;;;;;15;Statue
BDPETR02;HUMANOID;HALF_ELF;INNOCENT;FIGHTER_MALE_ELF;bdpetr02;BDPETR02;1;MALE;MALE;NEUTRAL;BDPETR02;SHOUT;RUNENEMY;None;;;;;;;;;;;15;Statue
BDPETR03;HUMANOID;HALFORC;INNOCENT;FIGHTER_MALE_HALFORC;bdpetr03;BDPETR03;1;MALE;MALE;NEUTRAL;BDPETR03;SHOUT;RUNENEMY;None;;;;;;;;;;;15;Statue
BDPETR04;HUMANOID;HUMAN;INNOCENT;FIGHTER_MALE_HUMAN;bdpetr04;BDPETR04;1;MALE;MALE;NEUTRAL;BDPETR04;SHOUT;RUNENEMY;None;;;;;;;;;;;15;Statue
BDPETR05;HUMANOID;HUMAN;INNOCENT;FIGHTER_FEMALE_HUMAN;bdpetr05;BDPETR05;1;FEMALE;FEMALE;NEUTRAL;BDPETR05;SHOUT;RUNENEMY;None;;;;;;;;;;;15;Statue
BDPETSG;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_CLAY;BDPETSG;;10;NIETHER;MALE;NEUTRAL;;;BDPETSG;BDFIGH01;;HELMNOAN;;IMMUNE1;GOLSTONE;;GOLSTO;;;;2000;Lesser Stone Golem
BDPETSG2;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_CLAY;BDPETSG2;BDPETSG;10;OTHER;MALE;NEUTRAL;BDADS2;BDASC;BDSHOUT;GOLSTO01;;HELMNOAN;;IMMUNE1;GOLSTONE;;GOLSTO;;;;0;Lesser Stone Golem
BDPETSGS;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_CLAY;BDPETSGS;;10;SUMMONED;MALE;CONTROLLED;;;BDPETSGS;;BDSUM00;HELMNOAN;;IMMUNE1;GOLSTONE;;GOLSTO;;;;0;Lesser Stone Golem
BDPFAUG;HUMANOID;DWARF;FIGHTER;FIGHTER_MALE_DWARF;BDPFAUG;BDPFAUG;8;MALE;MALE;NEUTRAL;BDPFAUG;BDFIST;BDSHOUT;BDFIGH01;;HELM01;SHLD15;;;MINHP1;;;;AX1H02;2000;Pfaug
BDPHILO;HUMANOID;HUMAN;CLERIC;CLERIC_MALE_HUMAN;BDPHILO;BDPHILO;11;MALE;MALE;NEUTRAL;;BDBCOAL;BDSHOUT;BDCLER01;;HELM01;SHLD04;;;MINHP1;BLUN05;SLNG02;;;4000;Philo
BDPHOSSE;HUMANOID;DWARF;THIEF;THIEF_FEMALE_DWARF;BDPHOSSE;BDPHOSSE;8;FEMALE;FEMALE;NEUTRAL;BDPHOSSE;BDASC2;BDSHOUT;BDTHIE10;;;;;;;XBOW04;DAGG01;;;975;Phossey Dugdeep
BDPOLVI;HUMANOID;HALF_ELF;CLERIC;CLERIC_MALE_ELF;BDPOLVI;BDPOLVI;10;MALE;MALE;NEUTRAL;BDPOLVI;BD5200EN;BDSTEAL;BDSHOUT;BDCLER01;BDHELM03;SHLD11;;;;BLUN04;SLNG01;;;2000;Crusader Priest Polvi
BDPORIOS;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;BDPORIOS;BDPORIOS;5;MALE;MALE;NEUTRAL;;BDENSHTV;BDPORIOS;;;;;;;;STAF01;DAGG05;;;750;Porios
BDPREMAT;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDPREMAT;BDPREMAT;10;MALE;MALE;NEUTRAL;;;BDSHOUT;BDFIGH01;;;SHLD04;;;MINHP1;SW1H05;;;;2000;Prematarai
BDPRIES1;HUMANOID;HUMAN;INNOCENT;MONK;BDPRIES1;BDPRIEST;1;MALE;MALE;NEUTRAL;;BDPRIES1;None;None;WDRUNSGT;;;;;;;;;;15;Priest
BDPRIEST;HUMANOID;HUMAN;INNOCENT;MONK;BDPRIEST;BDPRIEST;1;MALE;MALE;NEUTRAL;;BDPRIEST;None;None;WTARSGT;;;;;;;;;;15;Priest
BDPRIN;HUMANOID;ELF;BARD;THIEF_FEMALE_ELF;BDPRIN;BDPRIN;10;FEMALE;FEMALE;NEUTRAL;BDPRIN;MAGE4;NONE;NONE;NONE;;;;;;STAF02;;;;900;Prin
BDPRIS01;HUMANOID;HALFLING;FIGHTER;FIGHTER_MALE_HALFLING;BDPRIS01;BDPRISON;7;MALE;MALE;NEUTRAL;bdprison;;;BDFIGH01;;;;;;;;;;;420;Prisoner
BDPRIS02;HUMANOID;HUMAN;CLERIC;CLERIC_FEMALE_HUMAN;BDPRIS02;BDPRISON;8;FEMALE;FEMALE;NEUTRAL;bdprison;;;BDCLER01;;;;;;;;;;;1400;Prisoner
BDPRIS03;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDPRIS03;BDPRISON;7;MALE;MALE;NEUTRAL;bdprison;;;BDFIGH01;;;;;;;;;;;650;Prisoner
BDPRISD1;ANIMAL;DOG;DOG_WAR;DOG_WAR;BDPRISD1;;1;MALE;MALE;NEUTRAL;bdprisd1;None;BDSHOUT;BDFIGH01;;;;;;;P2-8;;;;0;Dog
BDPRISD2;ANIMAL;DOG;DOG_WAR;DOG_WAR;BDPRISD2;;1;MALE;MALE;NEUTRAL;bdprisd1;None;BDSHOUT;BDFIGH01;;;;;;;P2-8;;;;0;Dog
BDPRISGU;HUMANOID;ORC;FIGHTER;ORC_MELEE;BDPRISGU;BDCRUS;7;MALE;MALE;ENEMY;bdtherli;;BDSHOUT;BDFIGH01;;;;;;;AX1H01;;;;420;Mercenary
BDPRITCH;HUMANOID;GNOME;FIGHTER;FIGHTER_MALE_GNOME;BDPRITCH;BDPRITCH;7;MALE;MALE;NEUTRAL;BDPRITCH;BDASC2;BDSHOUT;BDFIGH01;NONE;;;;;;BDSW1H07;;;;650;Pritchard
BDPROST1;HUMANOID;HUMAN;INNOCENT;HARLOT_WOMAN;BDPROST1;BDPROST1;0;FEMALE;FEMALE;NEUTRAL;;;None;None;;;;;;;;;;;15;Courtesan
BDPUDDBL;MONSTER;SLIME;GREY_OOZE;BLACK_PUDDING;BDPUDDBL;;10;NIETHER;MALE;ENEMY;;;BDPUDDBL;;WDASIGHT;HELMNOAN;;RING95;;;BDPUDDBL;;;;1400;Black Pudding
BDPWATER;HUMANOID;FAIRY;FAIRY_NEREID;SIRINE;BDPWATER;BDPWATER;9;FEMALE;FEMALE;NEUTRAL;BDPWATER;BDENSHTV;BDNEREID;;;;;;WALLPASS;;;;;;5000;Nereid
BDQING;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDQING;BDQING;6;MALE;MALE;NEUTRAL;BDQING;BDDSC2;BDSHOUT;BDFIGH01;;;;;;;BOW05;SW1H07;;;420;Recruit Qing
BDQUILA;HUMANOID;HUMAN;INNOCENT;FAT_WOMAN;BDQUILA;BDQUILA;1;FEMALE;FEMALE;NEUTRAL;;None;None;None;None;;;;;;;;;;15;Quila
BDRAEANN;HUMANOID;HALF_ELF;FIGHTER_THIEF;THIEF_FEMALE_ELF;BDRAEANN;BDRAEANN;7;FEMALE;FEMALE;NEUTRAL;BDMISC01;BDRAEANN;BDENSHTV;;BDTHF00;BDMISC1B;SW1H49;;BDRING01;;SW1H47;BDSPECTQ;;;2500;Raeanndra
BDRAGGEM;HUMANOID;GOBLIN;DRUID;GOBLIN_SHAMAN;BDRAGGEM;BDRAGGEM;5;MALE;MALE;NEUTRAL;BDBATTUK;;SHOUT;BDDRUI01;;;;;;;STAF01;;;;420;Raggemos
BDRAT;ANIMAL;RABBIT;FOOD_CREATURE;RAT_OUTSIDE;BDRAT;None;1;MALE;MALE;NEUTRAL;None;None;WDRUNSGT;None;None;;;;;;;;;;1;Rat
BDRAT2;ANIMAL;RABBIT;FOOD_CREATURE;RAT_OUTSIDE;BDRAT2;None;1;MALE;MALE;NEUTRAL;None;None;WDRUNSGT;None;None;;;;;;;;;;1;Rat
BDRATDIE;ANIMAL;RABBIT;FOOD_CREATURE;RAT_OUTSIDE;BDRAT;None;1;MALE;MALE;NEUTRAL;None;None;WDRUNSGT;None;None;;;;;;;;;;1;Rat
BDRATNC;ANIMAL;RABBIT;FOOD_CREATURE;RAT_OUTSIDE;BDRATNC;;1;MALE;MALE;NEUTRAL;;;PREY;;RANDWALK;;;;;;;;;;0;Rat
BDRAVOC;HUMANOID;HALFORC;FIGHTER;FIGHTER_MALE_HALFORC;BDRAVOC;BDRAVOC;7;MALE;MALE;NEUTRAL;BDTRIAL;BDDSC2;BDSHOUT;bdfigh11;;;AX1H02;;;;AX1H02;;;;650;Ravoc
BDRAYPHU;HUMANOID;HUMAN;PALADIN;FIGHTER_MALE_HUMAN;BDRAYPHU;BDRAYPHU;6;MALE;MALE;NEUTRAL;;;BDFIGH01;NONE;NONE;;SHLD02;;;;SW1H02;;;;1000;Rayphus
BDRCRUS;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDRCRUS;BDRCRUS;2;MALE;MALE;NEUTRAL;BDENTAN2;;BDFIGH01;NONE;NONE;HELM13;;BDSLIME;;;SW1H04;;;;20;Crusader Archer
BDREFC1;HUMANOID;GNOME;INNOCENT;MAGE_FEMALE_GNOME;BDREFC1;BDREFG;1;FEMALE;FEMALE;NEUTRAL;BDREFG;BDASC2;;;WDRUNSGT;;;;;;;;;;15;Refugee
BDREFC10;HUMANOID;HUMAN;INNOCENT;BOY;BDREFC10;BDREFG;1;FEMALE;FEMALE;NEUTRAL;BDREFG;BDASC2;;;WDRUNSGT;;;;;;;;;;15;Refugee
BDREFC2;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;BDREFC2;BDREFG;1;FEMALE;FEMALE;NEUTRAL;BDREFG;BDASC2;;;WDRUNSGT;;;;;;;;;;15;Refugee
BDREFC3;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;BDREFC3;BDREFG;1;FEMALE;FEMALE;NEUTRAL;BDREFG;BDASC2;;;WDRUNSGT;;;;;;;;;;15;Refugee
BDREFC4;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;BDREFC4;BDREFG;1;FEMALE;FEMALE;NEUTRAL;BDREFG;BDASC2;;;WDRUNSGT;;;;;;;;;;15;Refugee
BDREFC5;HUMANOID;HUMAN;INNOCENT;GIRL;BDREFC5;BDREFG;1;FEMALE;FEMALE;NEUTRAL;BDREFG;BDASC2;;;WDRUNSGT;;;;;;;;;;15;Refugee
BDREFC6;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;BDREFC7;BDREFG;1;FEMALE;FEMALE;NEUTRAL;BDREFG;BDASC2;;;WDRUNSGT;;;;;;;;;;15;Refugee
BDREFC7;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;BDREFC7;BDREFG;1;FEMALE;FEMALE;NEUTRAL;BDREFG;BDASC2;;;WDRUNSGT;;;;;;;;;;15;Refugee
BDREFC8;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;BDREFC8;BDREFG;1;FEMALE;FEMALE;NEUTRAL;BDREFG;BDASC2;;;WDRUNSGT;;;;;;;;;;15;Refugee
BDREFC9;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;BDREFC9;BDREFG;1;FEMALE;FEMALE;NEUTRAL;BDREFG;BDASC2;;;WDRUNSGT;;;;;;;;;;15;Refugee
BDREFFC1;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;BDREFFC1;BDREFG;1;FEMALE;MALE;NEUTRAL;;BDASC2;NONE;NONE;NONE;;;;;;;;;;15;Refugee
BDREFG1;HUMANOID;GNOME;INNOCENT;MAGE_FEMALE_GNOME;BDREFG1;BDREFG1;1;FEMALE;FEMALE;NEUTRAL;BDREFG;RUNENEMY;;;WDRUNSGT;;;;;;;;;;15;Refugee
BDREFG2;HUMANOID;HALF_ELF;INNOCENT;PEASANT_WOMAN_FIGHTER;BDREFG2;BDREFG2;1;FEMALE;FEMALE;NEUTRAL;BDREFG;RUNENEMY;;;WDRUNSGT;;;;;;;;;;15;Refugee
BDREFG3;HUMANOID;HUMAN;INNOCENT;STATIC_FAT_MAN;BDREFG3;BDREFG3;1;MALE;MALE;NEUTRAL;BDREFG;RUNENEMY;;;WDRUNSGT;;;;;;;;;;15;Refugee
BDREFG4;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;BDREFG4;BDREFG4;0;MALE;MALE;NEUTRAL;BDREFG;RUNENEMY;;;WTRUNSGT;;;;;;;;;;7;Refugee
BDREFGF1;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;BDREFGF1;BDREFGF1;1;FEMALE;FEMALE;NEUTRAL;BDCRWDE;None;None;None;None;;;;;;;;;;15;Refugee
BDREFGF2;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;BDREFGF2;BDREFGF2;1;FEMALE;FEMALE;NEUTRAL;bdcrwde;None;None;None;None;;;;;;;;;;15;Refugee
BDREFGF3;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;BDREFGF3;BDREFGF3;1;FEMALE;FEMALE;NEUTRAL;bdcrwde;None;None;None;None;;;;;;;;;;15;Refugee
BDREFGF4;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;BDREFGF4;BDREFGF4;1;FEMALE;FEMALE;NEUTRAL;bdcrwde;None;None;None;None;;;;;;;;;;15;Refugee
BDREFGF5;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;BDREFGF5;BDREFGF5;1;FEMALE;FEMALE;NEUTRAL;bdcrwde;None;None;None;None;;;;;;;;;;15;Refugee
BDREFGF6;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;BDREFGF6;BDREFGF6;1;FEMALE;FEMALE;NEUTRAL;bdcrwde;None;None;None;None;;;;;;;;;;15;Refugee
BDREFGF7;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;BDREFGF7;BDREFGF7;1;FEMALE;FEMALE;NEUTRAL;bdcrwde;None;None;None;None;;;;;;;;;;15;Refugee
BDREFGM1;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;BDREFGM1;BDREFGM1;1;MALE;MALE;NEUTRAL;BDCRWDE;None;None;None;None;;;;;;;;;;15;Refugee
BDREFGM2;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;BDREFGM2;BDREFGM2;1;MALE;MALE;NEUTRAL;bdcrwde;None;None;None;None;;;;;;;;;;15;Refugee
BDREFGM3;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;BDREFGM3;BDREFGM3;1;MALE;MALE;NEUTRAL;bdcrwde;None;None;None;None;;;;;;;;;;15;Refugee
BDREFGM4;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;BDREFGM4;BDREFGM4;1;MALE;MALE;NEUTRAL;bdcrwde;None;None;None;None;;;;;;;;;;15;Refugee
BDREFGM5;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;BDREFGM5;BDREFGM5;1;MALE;MALE;NEUTRAL;bdcrwde;None;None;None;None;;;;;;;;;;15;Refugee
BDREFGM6;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;BDREFGM6;BDREFGM6;1;MALE;MALE;NEUTRAL;bdcrwde;None;None;None;None;;;;;;;;;;15;Refugee
BDREFGM7;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;BDREFGM7;BDREFGM7;1;MALE;MALE;NEUTRAL;bdcrwde;None;None;None;None;;;;;;;;;;15;Refugee
BDREFMC1;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;BDREFMC1;BDREFG;1;MALE;MALE;NEUTRAL;;BDASC2;NONE;NONE;NONE;;;;;;;;;;15;Refugee
BDREFUG1;HUMANOID;HUMAN;INNOCENT;SLAVE;BDREFUGE;BDREFUGE;1;MALE;MALE;NEUTRAL;BDCRWDE;;None;None;;;;;;;;;;;7;Sleeping Man
BDREFUGE;HUMANOID;HUMAN;INNOCENT;SLAVE;BDREFUGE;BDREFUGE;1;0;MALE;NEUTRAL;BDCRWDE;;None;None;;;;;;;;;;;7;Refugee
BDREFX1;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN_FIGHTER;BDREFX1;BDREFG;1;FEMALE;FEMALE;NEUTRAL;;BDREFG;;;;;;;;;;;;;15;Refugee
BDREFX10;HUMANOID;HUMAN;INNOCENT;GIRL;BDREFX10;BDREFG;1;FEMALE;FEMALE;NEUTRAL;NONE;BDREFG;NONE;NONE;;;;;;;;;;;7;Refugee
BDREFX2;HUMANOID;HALF_ELF;INNOCENT;PEASANT_WOMAN_FIGHTER;BDREFX2;BDREFG;1;FEMALE;FEMALE;NEUTRAL;;BDREFG;;;;;;;;;;;;;15;Refugee
BDREFX3;HUMANOID;HALF_ELF;INNOCENT;PEASANT_WOMAN_FIGHTER;BDREFX3;BDREFG;1;FEMALE;FEMALE;NEUTRAL;;BDREFG;;;;;;;;;;;;;15;Refugee
BDREFX4;HUMANOID;HALF_ELF;INNOCENT;PEASANT_WOMAN_FIGHTER;BDREFX4;BDREFG;1;FEMALE;FEMALE;NEUTRAL;;BDREFG;;;;;;;;;;;;;15;Refugee
BDREFX5;HUMANOID;HALF_ELF;INNOCENT;PEASANT_WOMAN_FIGHTER;BDREFX5;BDREFG;1;FEMALE;FEMALE;NEUTRAL;;BDREFG;;;;;;;;;;;;;15;Refugee
BDREFX6;HUMANOID;GNOME;INNOCENT;MAGE_FEMALE_GNOME;BDREFX6;BDREFG;1;FEMALE;FEMALE;NEUTRAL;;BDREFG;;;;;;;;;;;;;15;Refugee
BDREFX7;HUMANOID;ELF;INNOCENT;MAGE_FEMALE_ELF;BDREFX7;BDREFG;1;FEMALE;FEMALE;NEUTRAL;;BDREFG;;;;;;;;;;;;;15;Refugee
BDREFX8;HUMANOID;HUMAN;INNOCENT;FAT_WOMAN;BDREFX8;BDREFG;1;FEMALE;FEMALE;NEUTRAL;;BDREFG;;;;;;;;;;;;;15;Refugee
BDREFX9;HUMANOID;HUMAN;INNOCENT;GIRL;BDREFX9;BDREFG;1;FEMALE;FEMALE;NEUTRAL;NONE;BDREFG;NONE;NONE;;;;;;;;;;;7;Refugee
BDREFY1;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;BDREFY1;BDREFG;0;MALE;MALE;NEUTRAL;;BDREFG;;;;;;;;;;;;;7;Refugee
BDREFY10;HUMANOID;HUMAN;INNOCENT;BOY;BDREFY10;BDREFG;1;MALE;MALE;NEUTRAL;;BDREFG;;NONE;;;;;;;;;;;7;Refugee
BDREFY2;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;BDREFY2;BDREFG;0;MALE;MALE;NEUTRAL;;BDREFG;;;;;;;;;;;;;7;Refugee
BDREFY3;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;BDREFY3;BDREFG;0;MALE;MALE;NEUTRAL;;BDREFG;;;;;;;;;;;;;7;Refugee
BDREFY4;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;BDREFY4;BDREFG;0;MALE;MALE;NEUTRAL;;BDREFG;;;BDWTR41;;;;;;;;;;7;Refugee
BDREFY5;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;BDREFY5;BDREFG;0;MALE;MALE;NEUTRAL;;BDREFG;;;;;;;;;;;;;7;Refugee
BDREFY6;HUMANOID;HUMAN;INNOCENT;STATIC_FAT_MAN;BDREFY6;BDREFG;1;MALE;MALE;NEUTRAL;;BDREFG;;;;;;;;;;;;;15;Refugee
BDREFY7;HUMANOID;HALFLING;INNOCENT;THIEF_MALE_HALFLING;BDREFY7;BDREFG;1;MALE;MALE;NEUTRAL;;BDREFG;;;;;;;;;;;;;15;Refugee
BDREFY8;HUMANOID;HALF_ELF;INNOCENT;FIGHTER_MALE_ELF;BDREFY8;BDREFG;1;MALE;MALE;NEUTRAL;;BDREFG;;;;;;;;;;;;;15;Refugee
BDREFY9;HUMANOID;HUMAN;INNOCENT;BOY;BDREFY9;BDREFG;1;MALE;MALE;NEUTRAL;;BDREFG;;NONE;;;;;;;;;;;7;Refugee
BDREND;HUMANOID;HALFORC;FIGHTER;FIGHTER_MALE_HALFORC;BDREND;BDREND;7;MALE;MALE;NEUTRAL;BDIRREGU;BDFIST;BDSHOUT;BDFIGH01;;BDHELM03;;;;;SW2H02;;;;420;Rend
BDRGOSZ;UNDEAD;GOBLIN;FIGHTER;GOBLIN_AXE;BDRGOSZ;BDRGOSZ;4;MALE;FEMALE;NEUTRAL;BDDGOBL;;;;WTASIGHT;;;;BDRINGGH;MINHP1;AX1H01;;;;500;R'gosz the Puke
BDRHAYLA;HUMANOID;ELF;BARD;CLERIC_FEMALE_ELF;BDRHAYLA;BDRHAYLA;12;FEMALE;FEMALE;ENEMY;;BDBWAVE;BDSHOUT;BDBARD01;;HELMNOAN;SHLD04A;;;;SW1H41;;;;3000;Rhayla
BDRHONDA;HUMANOID;GNOME;THIEF;THIEF_FEMALE_GNOME;BDRHONDA;BDRHONDA;6;FEMALE;FEMALE;NEUTRAL;BDRHONDA;;BDSHOUT;WTRUNSGT;NONE;;;;;;DAGG01;;;;175;Rhonda
BDRHYNWI;HUMANOID;HALF_ELF;THIEF;THIEF_FEMALE_ELF;BDRHYNWI;BDRHYNWI;10;FEMALE;FEMALE;NEUTRAL;;BDTHIE01;BDSHOUT;NONE;WTARSGT;;;;;;SW1H08;;;;500;Rhynwis
BDRIDER1;HUMANOID;GOBLIN;FIGHTER;GOBLIN_WORG;BDRIDER1;;3;MALE;MALE;NEUTRAL;BDBATTUK;;SHOUT;BDFIGH01;;HELMNOAN;;;;;SPER01;;;;175;Worg Rider
BDRIDER2;HUMANOID;GOBLIN;FIGHTER;GOBLIN_WORG;BDRIDER2;;5;MALE;MALE;ENEMY;;;;;WTASIGHT;HELMNOAN;SHLD01;;;;SPER04;;;;270;Worg Rider
BDRIGAH;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDRIGAH;BDRIGAH;12;MALE;MALE;NEUTRAL;BDRIGAH;;BDSHOUT;BDFIGH01;;HELM15;;;;;BDSW2H01;AX1H04;;;2000;Rigah
BDRIGAH2;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDRIGAH;BDRIGAH;12;MALE;MALE;NEUTRAL;BDJULRIG;BDDSC;BDSHOUT;BDFIGH44;;HELM15;;;;;BDSW2H01;AX1H04;;;2000;Rigah
BDRIGGS;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDRIGGS;BDRIGGS;6;MALE;MALE;NEUTRAL;BDRIGGS;;BDSHOUT;BDFIGH01;;HELM09;SHLD05;;;;SW1H04;;;;420;Riggs
BDROARK;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDROARK;BDROARK;7;MALE;MALE;NEUTRAL;BDROARK;BDFORT;BDSHOUT;BDFIGH01;;HELM01;;;;;BOW03;SW1H07;;;650;Roark
BDROBEL;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;BDROBEL;BDROBEL;1;MALE;MALE;NEUTRAL;BDROBEL;None;None;None;None;;;;;;;;;;15;Robel
BDROHMA;HUMANOID;HUMAN;INNOCENT;GIRL;BDROHMA;BDROHMA;1;FEMALE;FEMALE;NEUTRAL;BDFAMILY;;;;;;;;;MINHP1;;;;;7;Rohma
BDROLFF;HUMANOID;HUMAN;INNOCENT;NOBLE_MAN;BDROLFF;BDROLFF;1;MALE;MALE;NEUTRAL;BDROLFF;None;None;None;None;;;;;;;;;;15;Rolff
BDROWDY;HUMANOID;HUMAN;INNOCENT;NOBLE_MAN;BDROWDY;BDROWDY;1;MALE;MALE;NEUTRAL;BDCRWDE;NONE;NONE;NONE;NONE;;;RING10;;;;;;;15;Nobleman
BDSABN;HUMANOID;GOBLIN;FIGHTER;GOBLIN_WORG_CAPTAIN;BDSABN;;5;MALE;MALE;NEUTRAL;BDBATTUK;;SHOUT;BDFIGH01;;HELMNOAN;;;;;SPER02;;;;270;Sab'n
BDSAC01;HUMANOID;HUMAN;FIGHTER;BEGGAR_MAN;BDSAC01;BDSAC01;2;MALE;MALE;NEUTRAL;BDSAC;;BDSHOUT;;NONE;;;;;;;;;;1;Sacrifice
BDSAC02;HUMANOID;HUMAN;FIGHTER;BEGGAR_MAN;BDSAC02;BDSAC02;2;MALE;MALE;NEUTRAL;BDSAC;;BDSHOUT;;NONE;;;;;;;;;;1;Sacrifice
BDSAC03;UNDEAD;ZOMBIE;ZOMBIE_NORMAL;ZOMBIE;BDSAC03;ZOMBIE;2;NIETHER;MALE;NEUTRAL;BDSAC;NONE;BDSHOUT;BDFIGH01;;;;RING94;;;B1-8;;;;65;Zombie
BDSAHGD1;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDSAHGD1;BDSAHGD;8;MALE;MALE;NEUTRAL;BD5100EN;;BDSHOUT;BDFIGH01;BDSAHGD;HELM01;SHLD03;;;;SW1H04;;;;650;Crusader Patrol
BDSAHGD2;HUMANOID;HALF_ELF;FIGHTER;FIGHTER_FEMALE_ELF;BDSAHGD2;BDSAHGD2;7;FEMALE;FEMALE;NEUTRAL;BD5100EN;;BDSHOUT;BDFIGH01;BDSAHGD;BDHELM03;;;;;SW1H04;BOW03;;;420;Crusader Patrol
BDSAHGD3;HUMANOID;GNOME;FIGHTER;FIGHTER_MALE_GNOME;BDSAHGD3;BDSAHGD;7;MALE;MALE;NEUTRAL;BD5100EN;;BDSHOUT;BDFIGH01;BDSAHGD;HELM01;;;;;XBOW01;DAGG01;;;420;Crusader Patrol
BDSAIL01;HUMANOID;HUMAN;FIGHTER;SAILOR_MAN;BDSAIL01;BDSAIL01;6;MALE;MALE;NEUTRAL;BDSAILOR;None;None;None;WTASIGHT;;;;;;;;;;750;Sailor
BDSAIL02;HUMANOID;HUMAN;FIGHTER;SAILOR_MAN;BDSAIL02;BDSAIL02;6;MALE;MALE;NEUTRAL;BDSAILOR;None;None;None;WTASIGHT;;;;;;;;;;750;Sailor
BDSAIL03;HUMANOID;HUMAN;FIGHTER;SAILOR_RED;BDSAIL03;BDSAIL03;6;MALE;MALE;NEUTRAL;BDSAILOR;None;None;None;WTASIGHT;;;;;;;;;;750;Sailor
BDSAIL04;HUMANOID;HUMAN;FIGHTER;SAILOR_RED;BDSAIL04;BDSAIL04;6;MALE;MALE;NEUTRAL;BDSAILOR;None;None;None;WTASIGHT;;;;;;;;;;750;Sailor
BDSALF01;MONSTER;SALAMANDER;ELEMENTAL_FIRE;SALAMANDER_FIRE;BDSALF01;;7;MALE;MALE;ENEMY;;BDENSHTV;;;BDFIG00;;;;IMMUNE1;;BDSALF01;;;;2000;Fire Salamander
