
SPWI402.SPL;Dimension Jump
SPWI403.SPL;Mestil's Acid Sheath
SPWI404.SPL;Ice Storm
SPWI405.SPL;Improved Invisibility
SPWI406.SPL;Minor Globe of Invulnerability
SPWI407.SPL;Monster Summoning II
SPWI408.SPL;Stoneskin
SPWI409.SPL;Contagion
SPWI410.SPL;Break Enchantment
SPWI412.SPL;Greater Malison
SPWI413.SPL;Otiluke's Resilient Sphere
SPWI414.SPL;Spirit Armor
SPWI416.SPL;Polymorph Self
SPWI417.SPL;Enchanted Weapon
SPWI418.SPL;Fire Shield
SPWI419.SPL;Secret Word
SPWI420.SPL;Simbul's Spell Matrix
SPWI421.SPL;Teleport Field
SPWI422.SPL;Protection from Elemental Energy
SPWI423.SPL;Monster Summoning IV
SPWI424.SPL;Farsight
SPWI425.SPL;Wizard Eye
SPWI426.SPL;Vitriolic Sphere
SPWI428.SPL;Emotion, Courage
SPWI429.SPL;Emotion, Hope
SPWI433.SPL;Shadow Monsters
SPWI461.SPL;Shapeshift: Flind
SPWI462.SPL;Shapeshift: Ogre
SPWI463.SPL;Shapeshift: Mustard Jelly
SPWI464.SPL;Shapeshift: Spider
SPWI465.SPL;Shapeshifts Winter Wolf
SPWI485.SPL;Long Sword
SPWI486.SPL;Short Sword
SPWI487.SPL;Axe
SPWI488.SPL;Mace
SPWI489.SPL;Shapeshift: Natural Form (Polymorph Self)
SPWI490.SPL;Shapeshift: Natural Form
SPWI491.SPL;Shapeshift: Natural Form
SPWI493.SPL;Shapeshift: Flind
SPWI494.SPL;Shapeshift: Ogre
SPWI495.SPL;Shapeshift: Spider
SPWI496.SPL;Shapeshift: Mustard Jelly
SPWI497.SPL;Shapeshift: Brown Bear
SPWI498.SPL;Shapeshift: Black Bear
SPWI499.SPL;Shapeshift: Wolf
SPWI501.SPL;Summon Shadow
SPWI502.SPL;Cloudkill
SPWI503.SPL;Cone of Cold
SPWI504.SPL;Monster Summoning V
SPWI505.SPL;Shadow Door
SPWI507.SPL;Hold Monster
SPWI508.SPL;Waves of Fatigue
SPWI510.SPL;Dispelling Screen
SPWI511.SPL;Protection from Normal Weapons
SPWI512.SPL;Protection from Electricity
SPWI513.SPL;Breach
SPWI514.SPL;Lower Resistance
SPWI515.SPL;Oracle
SPWI516.SPL;Conjure Lesser Fire Elemental
SPWI517.SPL;Protection from Acid
SPWI518.SPL;Phantom Blade
SPWI519.SPL;Spell Shield
SPWI520.SPL;Conjure Lesser Air Elemental
SPWI521.SPL;Conjure Lesser Earth Elemental
SPWI522.SPL;Spell Deflection
SPWI523.SPL;Fireburst
SPWI524.SPL;Mestil's Acid Sheath
SPWI526.SPL;Conjure Lesser Water Elemental
SPWI527.SPL;Demi-Shadow Monsters
SPWI528.SPL;Telekinesis
SPWI590.SPL;Dispelling Screen
SPWI591.SPL;Immunity: Conjuration
SPWI592.SPL;Non-Detection
SPWI593.SPL;Mind Blank
SPWI594.SPL;Immunity: Illusion
SPWI595.SPL;Immunity: Evocation
SPWI596.SPL;Immunity: Necromancy
SPWI597.SPL;Immunity: Alteration
SPWI601.SPL;Invisible Stalker
SPWI602.SPL;Globe of Invulnerability
SPWI603.SPL;Tenser's Transformation
SPWI605.SPL;Banishment
SPWI606.SPL;Protection from Magic Energy
SPWI607.SPL;Mislead
SPWI608.SPL;Pierce Magic
SPWI609.SPL;True Seeing
SPWI610.SPL;Monster Summoning VI
SPWI611.SPL;Protection from Magical Weapons
SPWI613.SPL;Improved Haste
SPWI614.SPL;Acid Fog
SPWI615.SPL;Chain Lightning
SPWI617.SPL;Contingency
SPWI618.SPL;Spell Deflection
SPWI619.SPL;Wyvern Call
SPWI620.SPL;Conjure Fire Elemental
SPWI621.SPL;Conjure Air Elemental
SPWI622.SPL;Conjure Earth Elemental
SPWI623.SPL;Animate Skeleton Warrior
SPWI624.SPL;Summon Nishruu
SPWI627.SPL;Darts of Bone
SPWI629.SPL;Trollish Fortitude
SPWI630.SPL;Antimagic Shell
SPWI631.SPL;Lich Touch
SPWI632.SPL;Shades
SPWI633.SPL;Conjure Water Elemental
SPWI701.SPL;Greater Spell Deflection
SPWI702.SPL;Protection from the Elements
SPWI703.SPL;Project Image
SPWI704.SPL;Ruby Ray of Reversal
SPWI705.SPL;Khelben's Warding Whip
SPWI706.SPL;Monster Summoning VII
SPWI707.SPL;Summon Death Knight
SPWI708.SPL;Prismatic Mantle
SPWI710.SPL;Simbul's Spell Sequencer
SPWI711.SPL;Chaos
SPWI712.SPL;Delayed Blast Fireball
SPWI714.SPL;Prismatic Spray
SPWI716.SPL;Mordenkainen's Sword
SPWI717.SPL;Summon Efreeti
SPWI718.SPL;Summon Djinni
SPWI719.SPL;Summon Nishruu
SPWI720.SPL;Control Undead
SPWI721.SPL;Mass Invisibility
SPWI722.SPL;Limited Wish
SPWI723.SPL;Improved Chaos Shield
SPWI726.SPL;Mordenkainen's Force Blade
SPWI728.SPL;Seven Eyes
SPWI801.SPL;Ghostform
SPWI802.SPL;Mind Blank
SPWI803.SPL;Protection from Energy
SPWI805.SPL;Pierce Shield
SPWI806.SPL;Monster Summoning VIII
SPWI807.SPL;Summon Fiend
SPWI808.SPL;Moment of Prescience
SPWI809.SPL;Simbul's Spell Trigger
SPWI810.SPL;Incendiary Cloud
SPWI811.SPL;Symbol of Weakness
SPWI812.SPL;Abi-Dalzim's Horrid Wilting
SPWI813.SPL;Maze
SPWI816.SPL;Symbol of Stunning
SPWI817.SPL;Symbol of Death
SPWI818.SPL;Bigby's Icy Grasp
SPWI820.SPL;Iron Body
SPWI888.SPL;Flame Arrow
SPWI897.SPL;Symbol, Death
SPWI898.SPL;Symbol, Stun
SPWI899.SPL;Symbol, Fear
SPWI901.SPL;Monster Summoning VII
SPWI902.SPL;Spell Trap
SPWI903.SPL;Spellstrike
SPWI904.SPL;Stormbolts
SPWI905.SPL;Gate
SPWI906.SPL;Veridon's Icy Ray
SPWI907.SPL;Absolute Immunity
SPWI908.SPL;Chain Contingency
SPWI909.SPL;Time Stop
SPWI910.SPL;Imprisonment
SPWI911.SPL;Meteor Swarm
SPWI913.SPL;Wail of the Banshee
SPWI914.SPL;Larloch's Energy Drain
SPWI915.SPL;Black Blade of Disaster
SPWI916.SPL;Shapechange
SPWI917.SPL;Freedom
SPWI918.SPL;Bigby's Crushing Hand
SPWI919.SPL;Wish
SPWI920.SPL;Energy Blades
SPWI921.SPL;Improved Alacrity
SPWI922.SPL;Dragon's Breath
SPWI923.SPL;Summon Planetar
SPWI924.SPL;Summon Dark Planetar
SPWI925.SPL;Comet
SPWI926.SPL;Dimension Door
SPWI927.SPL;Ethereal
SPWI931.SPL;Teleport Without Error
SPWI932.SPL;
SPWI933.SPL;
SPWI934.SPL;
SPWI935.SPL;
SPWI936.SPL;
SPWI937.SPL;
SPWI938.SPL;Lightning
SPWI939.SPL;
SPWI941.SPL;
SPWI942.SPL;
SPWI944.SPL;
SPWI945.SPL;
SPWI946.SPL;
SPWI947.SPL;
SPWI948.SPL;
SPWI949.SPL;
SPWI951.SPL;
SPWI953.SPL;Selûne's Curse
SPWI955.SPL;Symbol, Pain
SPWI956.SPL;Symbol, Fear
SPWI957.SPL;Fireball
SPWI961.SPL;
SPWI962.SPL;
SPWI963.SPL;
SPWI964.SPL;
SPWI965.SPL;
SPWI966.SPL;Create Boneguard
SPWI971.SPL;Shapechange: Earth Elemental
SPWI972.SPL;Shapechange: Fire Elemental
SPWI973.SPL;Shapechange: Iron Golem
SPWI974.SPL;Shapechange: Mind Flayer
SPWI975.SPL;Shapechange: Spirit Troll
SPWI976.SPL;Shapechange: Greater Wolfwere
SPWI977.SPL;Shapeshift: Natural Form
SPWI978.SPL;Shapeshift: Natural Form
SPWI980.SPL;
SPWI981.SPL;
SPWI982.SPL;Dimension Door
SPWI983.SPL;
SPWI984.SPL;
SPWI985.SPL;
SPWI986.SPL;
SPWI987.SPL;
SPWI988.SPL;
SPWI989.SPL;Antichickenator
SPWI990.SPL;
SPWI991.SPL;
SPWI992.SPL;
SPWI993.SPL;
SPWI994.SPL;Dimension Door
SPWI996.SPL;
SPWI997.SPL;Lightning Bolt
SPWI998.SPL;Magic Missile
SPWI999.SPL;
