
file;level;type;ids;name
SPIN802;1;Innate;MIND_CRIPPLE;Psychic Drain
SPIN803;0;Innate;DACE_MIST_FORM_CHANGE;
SPIN804;1;Innate;PSIONIC_EMOTION_KILL;Psychic Drain
SPIN805;1;Innate;THIEF_DETECT_ILLUSION;
SPIN806;0;Innate;LICH_REPLACE_SELF;
SPIN807;9;Innate;SLAYER_FEAR;Slayer Fear
SPIN808;7;Wizard;DRAIN_PARTY;
SPIN809;0;Innate;BODHI_MIST_FORM_CHANGE;
SPIN810;1;Innate;GIVE_SLAYER_POWER;Slayer Change
SPIN811;0;Innate;VAMPIRE_FORM_CHANGE;
SPIN812;0;Innate;DEL_VAMP_FORM_CHANGE;
SPIN813;7;Wizard;SLAVE_CHUNK;Death Curse
SPIN814;0;Innate;TANOVA_MIST_FORM_CHANGE;
SPIN815;0;Innate;DEL_MIST_FORM_CHANGE;
SPIN816;0;Innate;VALEN_MIST_FORM_CHANGE;
SPIN817;3;Innate;C6BODHI_WEAKNESS;
SPIN818;3;Innate;C6VAMPIRE_WEAKNESS;
SPIN819;3;Wizard;LAVA_BURST;Lava burst
SPIN820;9;Wizard;ELVEN_GUARD_WAIL;Wail of the Banshee
SPIN821;1;Wizard;LONG_RED_MIGHT;
SPIN822;1;Innate;SLAYER_START;Slayer Change
SPIN823;1;Innate;SLAYER_CHANGE_TWO;Slayer Change
SPIN824;7;Wizard;DEATH_CURSE;Death Curse
SPIN825;1;Wizard;DROW_CHANGE;Drow Transformation
SPIN826;1;Innate;MAZZY_STRENGTH;Strength
SPIN827;1;Innate;MAZZY_LAY;Lay On Hands
SPIN828;1;Innate;MAZZY_HASTE;Haste
SPIN829;1;Innate;JAN_AMMO;Create Bruiser Mates
SPIN830;4;Wizard;UNDER_NORM;
SPIN831;4;Wizard;UNDER_SQUIRREL;
SPIN832;6;Innate;SILVER_DRAGON_BREATH_PARALIZATION;Silver Dragon Paralyzation
SPIN833;1;Innate;SILVER_DRAGON_BREATH_COLD;Silver Dragon Cone of Cold
SPIN834;9;Innate;BRAIN_PSIONIC_BLAST;Psionic Blast
SPIN835;1;Innate;ILLUSION_DEATH;
SPIN836;9;Wizard;JON_ALL_DEAD;Wish
SPIN837;1;Wizard;JON_WISH;Wish
SPIN838;1;Innate;LOSE_ALL;Loses all Bhaal powers
SPIN839;4;Innate;HULK_CONFUSION;Confusion
SPIN840;0;Innate;BOOK_GOLEM;
SPIN841;0;Innate;BOOK_BEHOLD;
SPIN842;0;Innate;BOOK_MIND;
SPIN843;0;Innate;BOOK_UMBER;
SPIN844;0;Innate;BOOK_SPIDER;
SPIN845;0;Innate;BOOK_KOBOLD;
SPIN846;1;Wizard;SAND_DIE;
SPIN847;1;Innate;FIRAMB05_CHANGE;
SPIN848;6;Innate;DISARM_ENEMY;Level Drain
SPIN849;1;Innate;TROLL_SMALL_CHANGE;
SPIN850;1;Innate;DGTROLL_CHANGE;
SPIN851;1;Innate;FIRAMB01_CHANGE;
SPIN852;1;Innate;SLAYER_CHANGE;Slayer Change
SPIN853;4;Wizard;FORCE_SPHERE;Otiluke's Resilient Sphere
SPIN854;0;Innate;MAGNET;
SPIN855;0;Innate;SUMMON_DJINN_TRAP;
SPIN856;0;Innate;SUMMON_DEATH_KNIGHT;
SPIN857;0;Innate;SUMMON_PIT_FIEND;
SPIN858;1;Innate;ONE_INT;
SPIN859;1;Innate;ONE_WIS;
SPIN860;1;Innate;ONE_DEX;
SPIN861;1;Innate;ONE_CON;
SPIN862;1;Innate;NOHOLD_PARTY;
SPIN863;1;Innate;HOLD_PARTY;
SPIN864;7;Wizard;TRANSFORMATION_DEATH;Rapture of the Father
SPIN865;6;Wizard;FORCE_STONE_TRAP;Flesh to Stone
SPIN866;3;Wizard;FORCE_DISPEL_MAGIC;Dispel Magic
SPIN867;1;Wizard;RED_PILLAR_VISUAL;
SPIN868;1;Innate;CERND_CERND;
SPIN869;1;Innate;CERND_BEAR;
SPIN870;0;Innate;SUMMON_SHADOW_WOLF;
SPIN871;1;Innate;END_EXPLORE;End Spell
SPIN872;0;Innate;FIVE_ROUND_ENCHANTMENT_IMMUNITY;
SPIN873;0;Innate;UNPAUSE_CASTER;
SPIN874;1;Innate;FALDORN_PANTHER;
SPIN875;1;Innate;ANATH_WEREWOLF2;
SPIN876;1;Innate;ANATH_WEREWOLF;
SPIN877;6;Innate;APPRENTI_DEATH;Explosion
SPIN878;6;Innate;SHADOW_DRAIN;Level Drain
SPIN879;0;Innate;MAKE_SHADOW;
SPIN880;0;Innate;SUMMON_SHADOW;
SPIN881;1;Innate;GREATER_WEREWOLF_CHANGE;
SPIN882;9;Innate;VAMPIRE_FEAR;Vampire Fear
SPIN883;5;Innate;VAMPIRE_DOMINATION;Domination
SPIN884;1;Priest;CHICKEN_CHANGE;Change Chicken
SPIN885;6;Innate;KAMIKAZE_EXPLOSION;Kamikaze Explosion
SPIN886;1;Innate;RAELIS_OPEN_PORTAL;
SPIN887;0;Innate;SUMMONED_MIND;
SPIN888;6;Innate;SURE_STONE_SHATTER;Flesh to Stone
SPIN889;6;Innate;SURE_STONED;Flesh to Stone
SPIN890;9;Innate;DEMON_FEAR;Demon Fear
SPIN891;6;Innate;MOON_DOG_FEAR;Moon Dog Howl
SPIN892;1;Innate;SURE_SLEEP;Sleep
SPIN893;6;Innate;SHADOW_DRAGON_BREATH;Shadow Dragon Breath
SPIN894;1;Innate;RED_DRAGON_BREATH;Red Dragon Breath
SPIN895;0;Innate;DRAGON_FEAR;Dragon Fear
SPIN896;1;Priest;REPULSE_X;Repulse X
SPIN897;3;Wizard;BEHOLDER_GAS_SPORE;Gas Spore
SPIN898;0;Innate;ARCHER_PROTECTION;Archer Protection
SPIN899;1;Wizard;ZOMBIE_SICKNESS;
SPIN900;8;Innate;ZOMBIE_CHANGE;Zombie Change
SPIN901;0;Innate;ZOMBIE_CON_LOSS;
SPIN902;1;Innate;BODVAM02_MIST_CHANGE;
SPIN903;1;Innate;BODVAM01_MIST_CHANGE;
SPIN904;0;Innate;LASSAL_MIST_CHANGE;
SPIN905;1;Innate;DO_NOTHING;
SPIN906;0;Innate;THREE_ROUND_ENCHANTMENT_IMMUNITY;
SPIN907;0;Innate;FIFTY_PERCENT_DAMAGE_ARROW;
SPIN908;0;Innate;FIFTY_PERCENT_DAMAGE;
SPIN909;1;Psionic;PSIONIC_EGOWHIP;Ego Whip
SPIN910;1;Psionic;PSIONIC_DOMINATION;Domination
SPIN911;1;Psionic;PSIONIC_BALLISTIC;Ballistic Attack
SPIN912;1;Psionic;PSIONIC_DETONATE;Detonate
SPIN913;1;Innate;MIMIC_ACID;Mimic Acid
SPIN914;1;Innate;MIMIC_GLUE;Mimic Glue
SPIN915;1;Wizard;SPIDER_CHANGE;
SPIN916;7;Innate;EDWIN_CHANGE;Nether Spell
SPIN917;1;Innate;MANE_GAS;Mane Gas
SPIN918;0;Innate;HARPASS_CHANGE;Polymorph Other
SPIN919;0;Innate;JAHEIRA_WEAKNESS;
SPIN920;5;Innate;BEHOLDER_SPELL_TURNING;Minor Spell Turning
SPIN921;0;Innate;;Deathsong
SPIN922;1;Innate;REVENANT_CHANGE;
SPIN923;7;Innate;GENIE_LIMITED_WISH_HEAL_ALL;Limited Wish
SPIN924;0;Innate;COVER_PARTIAL;Partial cover
SPIN925;0;Innate;COVER_FULL;Full cover
SPIN926;2;Innate;MEPHIT_WATER_JET;Water Jet
SPIN927;2;Innate;MEPHIT_RAINSTORM;Boiling Rain Storm
SPIN929;2;Innate;MEPHIT_MIST;Mist Ball
SPIN930;2;Innate;MEPHIT_LAVA;Magma Ball
SPIN931;2;Innate;MEPHIT_SOOTY_BALL;Sooty Ball
SPIN932;2;Innate;MEPHIT_BOLT;Lightning Bolt
SPIN933;3;Innate;MEPHIT_LIGHTNING_BOLT;Lightning Bolt
SPIN934;2;Innate;MEPHIT_SALT_CRYSTAL;Salt Crystals
SPIN935;1;Innate;MEPHIT_GLASS_DUST;Glass Dust
SPIN936;2;Innate;MEPHIT_ICE_SHARD;Ice Shard
SPIN937;1;Innate;MEPHIT_COLOR_SPRAY;Color Spray
SPIN938;2;Innate;MEPHIT_FLAME_FAN;Flame Fan
SPIN939;2;Innate;MEPHIT_FLAME_JET;Flame Jet
SPIN940;2;Innate;MEPHIT_STINKING_CLOUD;Stinking Cloud
SPIN941;2;Innate;MEPHIT_SPIT_ROCK;Stone Spit
SPIN942;1;Innate;MEPHIT_GRIT;Breathes Grit
SPIN943;2;Innate;MEPHIT_BLUR;Blur
SPIN944;7;Wizard;CUTSCENE_POWERWORD_STUN;Power Word, Stun
SPIN945;9;Wizard;CUTSCENE_SPELLSTRIKE;Spellstrike
SPIN946;6;Wizard;CUTSCENE_BREACH;Breach
SPIN947;5;Wizard;CUTSCENE_MIND_FOG;Mind Fog
SPIN948;5;Wizard;CUTSCENE_LOWER_RESISTANCE;Lower Resistance
SPIN949;7;Wizard;CUTSCENE_RUBY_RAY_OF_REVERSAL;Ruby Ray of Reversal
SPIN950;6;Wizard;CUTSCENE_FLESH_TO_STONE;Flesh to Stone
SPIN951;9;Wizard;CUTSCENE_POWERWORD_KILL;Power Word, Kill
SPIN952;4;Wizard;CUTSCENE_PHANTASMAL_KILLER;Phantasmal Killer
SPIN953;9;Wizard;CUTSCENE_IMPRISONMENT;Imprisonment
SPIN954;5;Innate;SIRINE_TELEPORT_FAKE;Teleport
SPIN955;1;Innate;TROLL_CHANGE;
SPIN956;1;Wizard;HELL_HOUND_FLAME;Hell Hound Flame Breath
SPIN957;0;Special;GHOULLORD_FEAR;
SPIN958;4;Innate;ULITHARID_CURE_SERIOUS_WOUNDS;Cure Serious Wounds
SPIN959;9;Innate;ULITHARID_PSIONIC_BLAST;Psionic Blast
SPIN960;7;Innate;BEHOLDER_PARALYZATION_RAY;Paralyzation Ray
SPIN961;7;Innate;BEHOLDER_FINGER_OF_DEATH;Finger of Death
SPIN962;1;Innate;BEHOLDER_MAGIC_MISSILE;Magic Missile
SPIN963;1;Innate;VAMPIRE_BAT_FORM_CHANGE;
SPIN964;1;Innate;VAMPIRE_GAS_FORM_CHANGE;
SPIN965;0;Innate;TROLL_HEAL_ONE_HIT_POINT;
SPIN966;0;Innate;TROLL_SLEEP;
SPIN967;1;Wizard;EFREETI_PHYSICAL_FORM_CHANGE;
SPIN968;1;Wizard;DOA_PHYSICAL_FORM_CHANGE;
SPIN969;1;Wizard;DJINNI_PHYSICAL_FORM_CHANGE;
SPIN970;1;Wizard;EFREETI_GAS_FORM_CHANGE;
SPIN971;1;Wizard;DOA_GAS_FORM_CHANGE;
SPIN972;1;Wizard;DJINNI_GAS_FORM_CHANGE;
SPIN973;9;Innate;AIR_ELEMENTAL_EFFECT;Air Elemental Whirlwind
SPIN974;1;Innate;MIND_FLAYER_PSIONIC_BLAST;Psionic Blast
SPIN975;1;Wizard;MIND_FLAYER_DOMINATION;Psionic Domination
SPIN976;4;Innate;GOLEM_CONFUSION;Confusion
SPIN977;3;Innate;GOLEM_SLOW;Golem Slow
SPIN978;3;Innate;GOLEM_HASTE;Golem Haste
SPIN979;2;Innate;GOLEM_GASCLOUD;Gas Cloud
SPIN980;1;Innate;BEHOLDER_CHARM_PERSON;Charm Person
SPIN981;2;Innate;BEHOLDER_FEAR;Fear
SPIN982;6;Innate;BEHOLDER_DISINTEGRATE;Disintegrate
SPIN983;3;Innate;BEHOLDER_SLOW;Slow
SPIN984;6;Innate;BEHOLDER_FLESH_TO_STONE;Flesh to Stone
SPIN985;5;Innate;BEHOLDER_DOMINATION;Domination
SPIN986;4;Innate;BEHOLDER_CAUSE_SERIOUS_WOUNDS;Cause Serious Wounds
SPIN987;2;Innate;BEHOLDER_AGANNAZAR_SCORCHER;Agannazar's Scorcher
SPIN988;3;Innate;BEHOLDER_HOLD_PERSON;Hold Person
SPIN989;3;Wizard;BEHOLDER_LIGHTNING_BOLT;Lightning Bolt
SPIN990;5;Innate;BEHOLDER_PARALYZATION;Paralyze
SPIN991;6;Innate;BEHOLDER_DEATH_RAY;Death Ray
SPIN992;3;Innate;BEHOLDER_ANTIMAGIC_RAY;Anti-Magic Ray
SPIN994;1;Wizard;ACID_DAMAGE_1;
SPIN995;1;Wizard;;
SPIN996;1;Innate;TANARI_DEATH_GAZE;Death Gaze
SPIN997;1;Innate;TANARI_VAMPIRIC_TOUCH;Vampiric Touch
SPIN998;8;Innate;TANARI_SILENCE;Silence, 15' Radius
SPIN999;1;Innate;TANARI_PARALYZE;Paralyze
SPPR101;1;Priest;CLERIC_BLESS;Bless
SPPR102;1;Priest;CLERIC_COMMAND;Command
SPPR103;1;Priest;CLERIC_CURE_LIGHT_WOUNDS;Cure Light Wounds
SPPR104;1;Priest;CLERIC_DETECT_EVIL;Detect Alignment
SPPR105;1;Priest;CLERIC_ENTANGLE;Entangle
SPPR106;1;Priest;CLERIC_MAGIC_STONE;Magical Stone
SPPR107;1;Priest;CLERIC_PROTECT_FROM_EVIL;Protection from Evil
SPPR108;1;Priest;CLERIC_REMOVE_FEAR;Resist Fear
SPPR109;1;Priest;CLERIC_SANCTUARY;Sanctuary
SPPR110;1;Priest;CLERIC_SHILLELAGH;Shillelagh
SPPR111;1;Priest;CLERIC_ARMOR_OF_FAITH;Armor of Faith
SPPR113;1;Priest;CLERIC_DOOM;Doom
SPPR116;1;Priest;CLERIC_FAERIE_FIRE;Faerie Fire
SPPR117;1;Priest;CLERIC_STRENGTH_OF_STONE;Strength of Stone
SPPR118;1;Priest;CLERIC_SUNSCORCH;Sunscorch
SPPR119;1;Priest;CLERIC_REGENERATE_LIGHT_WOUNDS;Regenerate Light Wounds
SPPR120;1;Priest;CLERIC_GOOD_BERRIES;Goodberry
SPPR121;1;Priest;CLERIC_CAUSE_LIGHT_WOUNDS;Cause Light Wounds
SPPR122;1;Priest;CLERIC_ANIMAL_SUMMONING_LEVEL_1;Animal Summoning I
SPPR123;1;Priest;CLERIC_OBSCURING_MIST;Obscuring Mist
SPPR124;1;Priest;CLERIC_CURSE;Curse
SPPR125;1;Priest;CLERIC_PROTECT_FROM_GOOD;Protection From Good
SPPR150;1;Priest;CLERIC_SPIRIT_WARD;Spirit Ward
SPPR201;2;Priest;CLERIC_AID;Aid
SPPR202;2;Priest;CLERIC_BARKSKIN;Barkskin
SPPR203;2;Priest;CLERIC_CHANT;Chant
SPPR204;2;Priest;CLERIC_CHARM_PERSON;Charm Person or Animal
SPPR205;2;Priest;CLERIC_FIND_TRAPS;Find Traps
SPPR206;2;Priest;CLERIC_FLAME_BLADE;Flame Blade
SPPR207;2;Priest;CLERIC_GOOD_BERRIES_DEPRECATED;Goodberry
SPPR208;2;Priest;CLERIC_HOLD_PERSON;Hold Person
SPPR209;2;Priest;CLERIC_KNOW_OPPONENT;Know Opponent
SPPR210;2;Priest;CLERIC_RESIST_FIRE;Resist Elements
SPPR211;2;Priest;CLERIC_SILENCE_15_FOOT;Silence
SPPR212;2;Priest;CLERIC_SLOW_POISON;Slow Poison
SPPR213;2;Priest;CLERIC_SPIRITUAL_HAMMER;Spiritual Hammer
SPPR214;2;Priest;CLERIC_DRAW_UPON_HOLY_MIGHT;Draw upon Divine Might
SPPR216;2;Priest;CLERIC_CURE_MODERATE_WOUNDS;Cure Moderate Wounds
SPPR217;2;Priest;CLERIC_FIRE_TRAP;Fire Trap
SPPR218;2;Priest;CLERIC_REGENERATE_MODERATE_WOUNDS;Regenerate Moderate Wounds
SPPR219;2;Priest;CLERIC_GUST_OF_WIND_DRUID_VERSION;Gust of Wind
SPPR220;2;Priest;CLERIC_CAUSE_MODERATE_WOUNDS;Cause Moderate Wounds
SPPR221;2;Priest;CLERIC_ANIMAL_SUMMONING_LEVEL_2;Animal Summoning II
SPPR222;2;Priest;CLERIC_ALICORN_LANCE;Alicorn Lance
SPPR223;2;Priest;CLERIC_BEAST_CLAW;Beast Claw
SPPR224;2;Priest;CLERIC_RESIST_ACID_AND_CORROSION;Resist Acid and Corrosion
SPPR250;2;Priest;CLERIC_WRITHING_FOG;Writhing Fog
SPPR301;3;Priest;CLERIC_ANIMATE_DEAD;Animate Dead
SPPR302;3;Priest;CLERIC_CALL_LIGHTNING;Call Lightning
SPPR303;3;Priest;CLERIC_DISPEL_MAGIC;Dispel Magic
SPPR304;3;Priest;CLERIC_GLYPH_OF_WARDING;Glyph of Warding
SPPR305;3;Priest;CLERIC_HOLD_ANIMAL;Hold Person or Animal
SPPR306;3;Priest;CLERIC_PROTECTION_FROM_FIRE_DEPRECATED;Protection from Fire
SPPR307;3;Priest;CLERIC_REMOVE_CURSE;Break Enchantment
SPPR308;3;Priest;CLERIC_REMOVE_PARALYSIS;Remove Paralysis
SPPR309;3;Priest;CLERIC_INVISIBILITY_PURGE;Invisibility Purge
SPPR310;3;Priest;CLERIC_MISCAST_MAGIC;Miscast Magic
SPPR311;3;Priest;CLERIC_RIGID_THINKING;Rigid Thinking
SPPR312;3;Priest;CLERIC_STRENGTH_OF_ONE;Strength of One
SPPR313;3;Priest;CLERIC_HOLY_SMITE;Holy Smite
SPPR314;3;Priest;CLERIC_UNHOLY_BLIGHT;Unholy Blight
SPPR315;3;Priest;CLERIC_CURE_MEDIUM_WOUNDS;Cure Serious Wounds
SPPR317;3;Priest;CLERIC_CURE_DISEASE;Cure Disease
SPPR318;3;Priest;CLERIC_ZONE_OF_SWEET_AIR;Gust of Wind
SPPR319;3;Priest;CLERIC_SUMMON_INSECTS;Summon Insects
SPPR320;3;Priest;CLERIC_CONTAGION;Contagion
SPPR321;3;Priest;CLERIC_ANIMAL_SUMMONING_LEVEL_3;Animal Summoning III
SPPR322;3;Priest;CLERIC_CAUSE_MEDIUM_WOUNDS;Cause Serious Wounds
SPPR323;3;Priest;CLERIC_STORM_SHIELD;Storm Shield
SPPR324;3;Priest;CLERIC_REGENERATE_SERIOUS_WOUNDS;Regenerate Serious Wounds
SPPR325;3;Priest;CLERIC_MAGIC_FANG;Magic Fang
SPPR326;3;Priest;CLERIC_SPIKE_GROWTH;Spike Growth
SPPR327;3;Priest;CLERIC_ICELANCE;Icelance
SPPR328;3;Priest;CLERIC_PRAYER;Prayer
SPPR329;3;Priest;CLERIC_CAUSE_DISEASE;Cause Disease
SPPR330;3;Priest;CLERIC_EXALTATION;Exaltation
SPPR331;3;Priest;CLERIC_MOONBLADE;Moonblade
SPPR332;3;Priest;CLERIC_CIRCLE_OF_BONES;Circle of Bones
SPPR333;3;Priest;CLERIC_CLOUDBURST;Cloudburst
SPPR334;3;Priest;CLERIC_MOLD_TOUCH;Mold Touch
SPPR335;3;Priest;CLERIC_STORM_SHELL;Storm Shell
SPPR336;3;Priest;CLERIC_FAVOR_OF_ILMATER;Favor of the Martyr
SPPR350;3;Priest;CLERIC_SPIRITUAL_CLARITY;Spiritual Clarity
SPPR401;4;Priest;CLERIC_CURE_SERIOUS_WOUNDS;Cure Critical Wounds
SPPR402;4;Priest;CLERIC_ANIMAL_SUMMONING_LEVEL_4;Animal Summoning IV
SPPR403;4;Priest;CLERIC_FREE_ACTION;Free Action
SPPR404;4;Priest;CLERIC_NEUTRALIZE_POISON;Neutralize Poison
SPPR405;4;Priest;CLERIC_MENTAL_DOMINATION;Mental Domination
SPPR406;4;Priest;CLERIC_DEFENSIVE_HARMONY;Defensive Harmony
SPPR407;4;Priest;CLERIC_PROTECTION_FROM_LIGHTNING_DEPRECATED;Protection from Electricity
SPPR408;4;Priest;CLERIC_PROTECTION_FROM_EVIL_10_FOOT;Magic Circle against Evil
SPPR409;4;Priest;CLERIC_DEATH_WARD;Death Ward
SPPR410;4;Priest;CLERIC_CALL_WOODLAND_BEINGS;Call Woodland Beings
SPPR411;4;Priest;CLERIC_POISON;Poison
SPPR412;4;Priest;CLERIC_HOLY_POWER;Divine Power
SPPR413;4;Priest;CLERIC_NEGATIVE_PLANE_PROTECTION;Negative Plane Protection
SPPR414;4;Priest;CLERIC_CAUSE_SERIOUS_WOUNDS;Cause Critical Wounds
SPPR415;4;Priest;CLERIC_FAR_SIGHT;Farsight
SPPR416;4;Priest;CLERIC_CLOAK_OF_FEAR;Cloak of Fear
SPPR417;4;Priest;CLERIC_LESSER_RESTORATION;Lesser Restoration
SPPR418;4;Priest;CLERIC_ICE_STORM;Ice Storm
SPPR419;4;Priest;CLERIC_REGENERATE_CRITICAL_WOUNDS;Regenerate Critical Wounds
SPPR420;4;Priest;CLERIC_PRODUCE_FIRE;Produce Fire
SPPR421;4;Priest;CLERIC_STATIC_CHARGE;Static Charge
SPPR422;4;Priest;CLERIC_RECITATION;Recitation
SPPR423;4;Priest;CLERIC_BLOOD_RAGE;Blood Rage
SPPR424;4;Priest;CLERIC_CLOUD_OF_PESTILENCE;Cloud of Pestilence
SPPR425;4;Priest;CLERIC_UNFAILING_ENDURANCE;Unfailing Endurance
SPPR426;4;Priest;CLERIC_STAR_METAL_CUDGEL;Star Metal Cudgel
SPPR427;4;Priest;CLERIC_SMASHING_WAVE;Smashing Wave
SPPR428;4;Priest;CLERIC_THORN_SPRAY;Thorn Spray
SPPR429;4;Priest;CLERIC_WALL_OF_MOONLIGHT;Wall of Moonlight
SPPR430;4;Priest;CLERIC_GIANT_INSECT;Giant Insect
SPPR431;4;Priest;CLERIC_PROTECTION_FROM_GOOD_10_FOOT;Protection From Good 10' Radius
SPPR450;4;Priest;CLERIC_SPIRIT_FIRE;Spirit Fire
SPPR501;5;Priest;CLERIC_ANIMAL_SUMMONING_LEVEL_5;Animal Summoning V
SPPR502;5;Priest;CLERIC_CURE_CRITICAL_WOUNDS_DEPRECATED;Cure Mortal Wounds
SPPR503;5;Priest;CLERIC_FLAME_STRIKE;Flame Strike
SPPR504;5;Priest;CLERIC_RAISE_DEAD;Raise Dead
SPPR505;5;Priest;CLERIC_TRUE_SIGHT;True Seeing
SPPR506;5;Priest;CLERIC_IRONSKIN;Stoneskin
SPPR507;5;Priest;CLERIC_CHAMPIONS_STRENGTH;Champion's Strength
SPPR508;5;Priest;CLERIC_CHAOTIC_COMMANDS;Chaotic Commands
SPPR509;5;Priest;CLERIC_MAGIC_RESISTANCE;Magic Resistance
SPPR510;5;Priest;CLERIC_CAUSE_CRITICAL_WOUNDS_DEPRECATED;Cause Mortal Wounds
SPPR511;5;Priest;CLERIC_SLAY_LIVING;Slay Living
SPPR512;5;Priest;CLERIC_GREATER_COMMAND;Greater Command
SPPR513;5;Priest;CLERIC_RIGHTEOUS_MAGIC;Righteous Fury
SPPR514;5;Priest;CLERIC_MASS_CURE;Mass Cure
SPPR515;5;Priest;CLERIC_REPULSION;Repulsion
SPPR516;5;Priest;CLERIC_PIXIE_DUST;Pixie Dust
SPPR517;5;Priest;CLERIC_INSECT_PLAGUE;Insect Plague
SPPR518;5;Priest;CLERIC_POLYMORPH_OTHER;Polymorph Other
SPPR519;5;Priest;CLERIC_PROTECTION_FROM_ACID;Protection from Acid
SPPR520;5;Priest;CLERIC_PROTECTION_FROM_COLD;Protection from Cold
SPPR521;5;Priest;CLERIC_PROTECTION_FROM_LIGHTNING;Protection from Electricity
SPPR522;5;Priest;CLERIC_PROTECTION_FROM_FIRE;Protection from Fire
SPPR523;5;Priest;CLERIC_MASS_REGENERATE;Mass Regenerate
SPPR524;5;Priest;CLERIC_ANIMAL_GROWTH;Animal Growth
SPPR525;5;Priest;CLERIC_RIGHTEOUS_WRATH_OF_THE_FAITHFUL;Righteous Wrath of the Faithful
SPPR526;5;Priest;CLERIC_SPIKE_STONES;Spike Stones
SPPR527;5;Priest;CLERIC_SHIELD_OF_LATHANDER;Divine Protection
SPPR528;5;Priest;CLERIC_UNDEAD_WARD;Undead Ward
SPPR529;5;Priest;CLERIC_ANIMAL_RAGE;Animal Rage
SPPR530;5;Priest;CLERIC_MASS_CAUSE_LIGHT_WOUNDS;Mass Cause Light Wounds
SPPR531;5;Priest;CLERIC_PHYSICAL_MIRROR;Physical Mirror
SPPR550;5;Priest;CLERIC_RECALL_SPIRIT;Recall Spirit
SPPR599;5;Priest;ENEMY_CLERIC_SLAY_LIVING;Slay Living
SPPR601;6;Priest;CLERIC_AERIAL_SERVANT;Aerial Servant
SPPR602;6;Priest;CLERIC_ANIMAL_SUMMONING_LEVEL_6;Animal Summoning VI
SPPR603;6;Priest;CLERIC_BLADE_BARRIER;Blade Barrier
SPPR604;6;Priest;CLERIC_CONJURE_ANIMALS_DEPRECATED;Conjure Animals
SPPR605;6;Priest;CLERIC_CONJURE_FIRE_ELEMENTAL;Conjure Fire Elemental
SPPR606;6;Priest;CLERIC_FIRE_SEEDS;Fire Seeds
SPPR607;6;Priest;CLERIC_HEAL;Heal
SPPR608;6;Priest;CLERIC_HARM;Harm
SPPR609;6;Priest;CLERIC_FALSE_DAWN;False Dawn
SPPR610;6;Priest;CLERIC_DOLOROUS_DECAY;Dolorous Decay
SPPR611;6;Priest;CLERIC_WONDROUS_RECALL;Wondrous Recall
SPPR612;6;Priest;CLERIC_BOLT_OF_GLORY;Bolt of Glory
SPPR613;6;Priest;CLERIC_MIRROR_OLD;Physical Mirror
SPPR614;6;Priest;CLERIC_SOL_SEARING_ORB;Sol's Searing Orb
SPPR615;6;Priest;CLERIC_REGENERATION_DRUID_VERSION;Regeneration
SPPR616;6;Priest;CLERIC_BANISHMENT;Banishment
SPPR617;6;Priest;CLERIC_CONJURE_AIR_ELEMENTAL;Conjure Air Elemental
SPPR618;6;Priest;CLERIC_CONJURE_EARTH_ELEMENTAL;Conjure Earth Elemental
SPPR619;6;Priest;CLERIC_ANIMATE_SKELETON_WARRIOR;Animate Skeleton Warrior
SPPR620;6;Priest;CLERIC_ENTROPY_SHIELD;Entropy Shield
SPPR621;6;Priest;CLERIC_WHIRLWIND;Whirlwind
SPPR622;6;Priest;CLERIC_SPIRITUAL_WRATH;Spiritual Wrath
SPPR650;6;Priest;CLERIC_SPIRITUAL_LOCK;Spiritual Lock
SPPR698;6;Priest;NPC_BLADE_BARRIER;Blade Barrier
SPPR699;6;Priest;ENEMY_CLERIC_HARM;Harm
SPPR701;7;Priest;CLERIC_SHIELD_OF_THE_ARCHONS;Shield of the Archons
SPPR702;7;Priest;CLERIC_STALKER;Stalker
SPPR703;7;Priest;CLERIC_SUMMON_DEATH_KNIGHT;Summon Death Knight
SPPR704;7;Priest;CLERIC_NATURE_BEAUTY;Nature's Beauty
SPPR705;7;Priest;CLERIC_FIRE_STORM;Fire Storm
SPPR706;7;Priest;CLERIC_SYMBOL_WEAKNESS;Symbol of Weakness
SPPR707;7;Priest;CLERIC_SUNRAY;Sunray
SPPR708;7;Priest;CLERIC_FINGER_OF_DEATH;Finger of Death
SPPR709;7;Priest;CLERIC_CONFUSION;Chaos
SPPR710;7;Priest;CLERIC_HOLY_WORD;Holy Word
SPPR711;7;Priest;CLERIC_REGENERATE;Regeneration
SPPR712;7;Priest;CLERIC_RESURRECTION;Resurrection
SPPR713;7;Priest;CLERIC_RESTORATION;Greater Restoration
SPPR714;7;Priest;CLERIC_ENERGY_DRAIN;Energy Drain
SPPR715;7;Priest;CLERIC_UNHOLY_WORD;Unholy Word
SPPR717;7;Priest;CLERIC_CREEPING_DOOM;Creeping Doom
SPPR718;7;Priest;CLERIC_SYMBOL_STUN;Symbol of Stunning
SPPR719;7;Priest;CLERIC_SYMBOL_DEATH;Symbol of Death
SPPR720;7;Priest;CLERIC_EARTHQUAKE;Earthquake
SPPR721;1;Innate;CLERIC_ENERGY_BLADES;Energy Blades
SPPR722;1;Innate;CLERIC_STORM_OF_VENGEANCE;Storm of Vengeance
SPPR723;1;Innate;CLERIC_ELEMENTAL_SWARM;Elemental Swarm
SPPR724;1;Innate;CLERIC_GREATER_ELEMENTAL_SWARM;Elemental Prince Call
SPPR725;1;Innate;CLERIC_GLOBE_OF_BLADES;Globe of Blades
