
file;general;race;class;anim;deathvar;dialog;level;gender;sex;allegiance;overrideScript;classScript;raceScript;generalScript;defaultScript;helmet;shield;lring;rring;amulet;weapon1;weapon2;weapon3;weapon4;xpv;name
CBZOMB04;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;CBZOMB04;;10;MALE;MALE;GOODBUTBLUE;;CBZOMB04;None;None;;;;;;;;;;;2400;Hlondeth Fighter
CBZOMB05;HUMANOID;ELF;FIGHTER;FIGHTER_MALE_ELF;CBZOMB05;;8;MALE;MALE;GOODBUTBLUE;None;CBZOMB05;None;;;;;;;;BOW24;;;;3500;Hlondeth Archer
CBZOMB06;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;CBZOMB06;;10;MALE;MALE;GOODBUTBLUE;;CBZOMB06;None;None;;;;;;;;;;;2400;Hlondeth Fighter
CBZOMB07;HUMANOID;ELF;FIGHTER;FIGHTER_MALE_ELF;CBZOMB07;;8;MALE;MALE;GOODBUTBLUE;None;CBZOMB07;None;;;;;;;;BOW24;;;;3500;Hlondeth Archer
CBZOMB08;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;CBZOMB08;;10;MALE;MALE;GOODBUTBLUE;;CBZOMB08;None;None;;HELM08;SHLD06;;;;SW1H06;;;;2400;Hlondeth Fighter
CBZOMB09;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;CBZOMB08;;10;MALE;MALE;GOODBUTBLUE;;CBZOMB08;None;None;;HELM08;;RING07;;;SW2H11;;;;2400;Hlondeth Fighter
CBZOMB0A;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;CBZOMB0A;CBZOMB0A;10;MALE;MALE;GOODBUTBLUE;;CBZOMB0A;None;None;;;;MINHP1;;;;;;;2400;Hlondeth Officer
CBZOMB0B;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;CBZOMB0B;CBZOMB0B;10;MALE;MALE;GOODBUTBLUE;;CBZOMB0B;None;None;;;;MINHP1;;;;;;;2400;Hlondeth Officer
CBZOMB0C;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;CBZOMB0C;CBZOMB0C;10;MALE;MALE;GOODBUTBLUE;;CBZOMB0C;None;None;;HELM08;;MINHP1;RING07;;SW2H11;;;;2400;Hlondeth Officer
CBZOMB10;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;CBZOMB08;;10;MALE;MALE;GOODBUTBLUE;;CBZOMB08;None;None;;HELM08;;RING07;;;HALB12;;;;2400;Hlondeth Fighter
CBZOMB11;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;CBZOMB08;;10;MALE;MALE;GOODBUTBLUE;;CBZOMB08;None;None;;HELM08;SW1H08;;;;SW1H05;;;;2400;Hlondeth Fighter
CBZOMB12;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;CBZOMB08;;10;MALE;MALE;GOODBUTBLUE;;CBZOMB08;None;None;;HELM08;AX1H02;;;;AX1H02;;;;2400;Hlondeth Fighter
CBZOMB13;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;CBZOMB08;;10;MALE;MALE;GOODBUTBLUE;;CBZOMB08;None;None;;HELM08;SHLD19;;;;BLUN15;;;;2400;Hlondeth Fighter
CBZOMBD1;UNDEAD;SKELETON;NO_CLASS;ZOMBIE;CBZOMB01;;2;NIETHER;MALE;ENEMY;None;CBZOMB01;None;None;;HELMNOAN;;RING94;;;CBB1-8;;;;65;Myrkul's Legionnaire
CBZOMBD2;UNDEAD;WRAITH;SKELETON_WARRIOR;SKELETON_WARRIOR;CBZOMB02;;9;NIETHER;MALE;ENEMY;None;CBZOMB02;None;None;;HELM08;;;RING95;;;;;;4000;Dread Warrior
CB_BIRD1;ANIMAL;NO_RACE;NO_CLASS;VULTURE;CB_BIRD1;None;1;MALE;MALE;NEUTRAL;None;None;RANDFLY;None;None;;;;;;;;;;0;Bird
CB_COW;ANIMAL;NO_RACE;NO_CLASS;COW;None;None;1;MALE;MALE;NEUTRAL;None;CB_COW;None;None;;;;;;;;;;;0;Cow
CB_HORSE;ANIMAL;NO_RACE;NO_CLASS;HORSE;None;None;1;MALE;MALE;NEUTRAL;None;CB_HORSE;None;None;None;;;;;;;;;;1;Horse
CCGUARD1;HUMANOID;HUMAN;FIGHTER;CLERIC_MALE_HUMAN;ccguard1;ccguard1;5;MALE;MALE;ENEMY;None;None;None;None;WTASIGHT;helm22;;;;;BOW03;SW1H04;;;1000;Copper Coronet Guard
CCGUARD2;HUMANOID;HUMAN;FIGHTER_MAGE;FIGHTER_MALE_HUMAN;ccguard2;ccguard2;4;MALE;MALE;ENEMY;figmag10;None;None;None;wtasight;;;;;;staf01;;;;2000;Copper Coronet Guard
CDGTLBTR;ANIMAL;NO_RACE;NO_CLASS;BIRD;cdgtlbtr;None;1;MALE;MALE;NEUTRAL;cdgtlb;None;;None;None;;;;MAGE01;;;;;;0;<Invalid Strref -1>
CDGTLBWI;ANIMAL;NO_RACE;NO_CLASS;BIRD;cdgtlbwi;None;1;MALE;MALE;NEUTRAL;cdgtlb;None;;None;None;;;;MAGE01;;;;;;0;<Invalid Strref -1>
CDHORSE1;ANIMAL;MAMMAL;NO_CLASS;HORSE;None;None;1;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;1;Atta Girl
CDHORSE2;ANIMAL;MAMMAL;NO_CLASS;HORSE;None;None;1;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;1;Angel
CDNEFGAS;MONSTER;NO_RACE;NO_CLASS;BLOB_MIST_CREATURE;None;None;1;MALE;MALE;NEUTRAL;None;None;None;cdnef;WDRUNSGT;;;;;;;;;;1;Gaseous Form
CDTROLL1;MONSTER;TROLL;TROLL;TROLL;troll01;;6;NIETHER;MALE;ENEMY;cdtroll1;;None;None;wtatroll;;;TROLLREG;TROLLIMM;MONHP1;TROLL01;;;;1400;Troll
CDTROLL2;MONSTER;TROLL;TROLL;TROLL;troll02;;6;NIETHER;MALE;ENEMY;cdtroll2;None;None;None;None;;;;TROLLIMM;;TROLL01;;;;1400;Troll
CEBEAR01;ANIMAL;BEAR;BEAR_BROWN;WEREWOLF;cernd;;8;MALE;MALE;NEUTRAL;cebear01;None;BEAR;None;WDASIGHT;;;minhp1;;;p3-12m4;;;;420;Cernd
CEBEGGAR;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;cebeggar;cebeggar;1;MALE;MALE;NEUTRAL;SHOUT;shoutdlg;RUNENEMY;WDRUNSGT;None;;;;;;;;;;15;Catis
CECHAL02;HUMANOID;HUMAN;DRUID;CLERIC_MALE_HUMAN_LOW;cechal02;cechal02;13;MALE;MALE;NEUTRAL;initrg08;shout;druid12a;None;wtasight;;;;;;staf01;;;;0;Master Verthan
CECHALLE;HUMANOID;HUMAN;DRUID;CLERIC_MALE_HUMAN_LOW;cechalle;cechalle;13;MALE;MALE;NEUTRAL;None;shout;druid12a;None;wtasight;;;;;;staf01;;;;0;Master Verthan
CEDELICH;UNDEAD;LICH;MAGE;LICH;cedelich;cedelich;19;MALE;MALE;NEUTRAL;cedelich;initdlg;zilmag01;None;wtasight;;;RING95;LICH;MINHP20;LICH02;STAF01;;;26000;Deril Lich
CEDERIL;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;cederil;cederil;19;MALE;MALE;NEUTRAL;cederil;SHOUTINV;mage14a;None;WTASIGHT;;;;;;STAF01;;;;26000;Deril
CEDRUID1;HUMANOID;HUMAN;DRUID;CLERIC_MALE_HUMAN_LOW;cedruid1;cedruid1;13;MALE;MALE;NEUTRAL;SHOUTDLG;None;None;None;None;;;;;;;;;;3000;Pauden
CEDRUID2;HUMANOID;HALF_ELF;DRUID;CLERIC_MALE_ELF;cedruid2;cedruid2;13;MALE;MALE;NEUTRAL;SHOUTDLG;None;None;OHSW1H24;WTASIGHT;;;;;;blun24;;;;3000;Dalok
CEFALD01;HUMANOID;HUMAN;DRUID;CLERIC_FEMALE_HUMAN;cefald01;cefald01;14;FEMALE;FEMALE;ENEMY;cefald01;None;None;WTASIGHT;;;;;;;;;;;14000;Faldorn
CEFALD02;ANIMAL;CAT;CAT;GREATCAT_PANTHER;cefald01;;15;FEMALE;FEMALE;ENEMY;GENSHT01;cefald01;None;None;WTASIGHT;;;;;;CATJAG;;;;14000;Faldorn
CEFALD04;HUMANOID;HUMAN;DRUID;CLERIC_FEMALE_HUMAN;cefald01;cefald04;5;FEMALE;FEMALE;NEUTRAL;SHOUTDLG;TREVIL;cefald03;WTASIGHT;None;;;;;;Blun01;;;;0;Faldorn
CEFALDOR;HUMANOID;HUMAN;DRUID;CLERIC_FEMALE_HUMAN;cefaldor;cefaldor;5;FEMALE;FEMALE;NEUTRAL;FALDORN;cefaldor;SHOUTDLG;WTASIGHT;drdsht01;;;minhp1;;;Blun01;;;;0;Faldorn
CEFGT01;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;cefgt01;cefgt01;16;MALE;MALE;NEUTRAL;None;drdsht01;;None;WTASIGHT;;;;;;sw1h20;;;;6000;Adherent
CEFGT02;HUMANOID;HUMAN;DRUID;CLERIC_MALE_HUMAN;cefgt02;cefgt02;12;MALE;MALE;NEUTRAL;None;drdsht01;druid12a;None;wtasight;;;;;;blun01;;;;2000;Shadow Druid
CEFGT03;HUMANOID;ELF;FIGHTER;FIGHTER_MALE_ELF;cefgt03;cefgt03;16;MALE;MALE;NEUTRAL;TREVIL;drdsht01;cefgt04;None;WTASIGHT;;;;;;sper01;;;;6000;Adherent
CEFGT04;HUMANOID;HUMAN;DRUID;CLERIC_MALE_HUMAN;cefgt04;cefgt04;12;MALE;MALE;NEUTRAL;TREVIL;drdsht01;druid12b;cefgt04;wtasight;;;;;;staf01;;;;2000;Shadow Druid
CEGLUT;HUMANOID;OGRE;GOLEM_CLAY;GOLEM_CLAY;ceglut;ceglut;9;MALE;MALE;NEUTRAL;;None;None;None;WTASIGHT;;;IMMUNE1;;;B3-30;;;;2000;Glut
CEIGAROL;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN_LOW;ceigarol;ceigarol;7;MALE;MALE;NEUTRAL;shout;ceigarol;None;wtrunsgt;None;;;;;;;;;;0;Igarol
CELICH;UNDEAD;LICH;MAGE;LICH;celich;celich;29;NIETHER;MALE;NEUTRAL;celich;mage20c;None;None;WTASIGHT;;;;;;STAF01;;;;26000;Lagole Gon
CELOGAN;HUMANOID;HUMAN;INNOCENT;FIGHTER_MALE_HUMAN_LOW;celogan;celogan;12;MALE;MALE;NEUTRAL;CELOGAN;SHOUT;WTASIGHT;None;None;;;;;;sw2h02;;;;4000;High Merchant Logan Coprith
CELVAN;HUMANOID;GNOME;FIGHTER;FIGHTER_MALE_GNOME;celvan;celvan;1;MALE;MALE;NEUTRAL;SHOUT;None;None;None;None;;;;;;;;;;10;Crazy Celvan
CENANNY;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;cenanny;cenanny;1;FEMALE;FEMALE;NEUTRAL;SHOUT;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;Nanny
CENTEO01;HUMANOID;HUMAN;NO_CLASS;STATIC_SPIDER_WOMAN;CENTEOL;centeo;11;FEMALE;FEMALE;NEUTRAL;;None;None;None;wtasight;;;;;;;;;;1000;Centeol
CERND10;HUMANOID;HUMAN;DRUID;CLERIC_MALE_HUMAN;Cernd;cernd;10;MALE;MALE;NEUTRAL;Cernd;None;None;None;druidx;;;;;;NPSTAF;;;;0;Cernd
CERND12;HUMANOID;HUMAN;DRUID;CLERIC_MALE_HUMAN;Cernd;cernd;12;MALE;MALE;NEUTRAL;Cernd;None;None;None;druidx;;;;;;NPSTAF;;;;0;Cernd
CERND13;HUMANOID;HUMAN;DRUID;CLERIC_MALE_HUMAN;Cernd;cernd;13;MALE;MALE;NEUTRAL;CERND;None;None;None;druidx;;;;;;NPSTAF;;;;0;Cernd
CERND13B;HUMANOID;HUMAN;DRUID;CLERIC_MALE_HUMAN;Cernd;cernd;13;MALE;MALE;NEUTRAL;CERND;None;None;None;druidx;;;;;;NPSTAF;;;;0;Cernd
CERND14;HUMANOID;HUMAN;DRUID;CLERIC_MALE_HUMAN;Cernd;cernd25a;13;MALE;MALE;NEUTRAL;CERN25;cern25;None;None;druidx;;;RING06;;;NPSTAF;SLNG04;;;0;Cernd
CESKEL01;UNDEAD;SKELETON;SKELETON_WARRIOR;SKELETON_WARRIOR;ceskel01;;9;NIETHER;MALE;ENEMY;skelcler;None;None;None;wtasight;HELM08;;RING95;;;SW2H02;;;;4000;Skeleton Warrior
CGUARD1;HUMANOID;HUMAN;FIGHTER_CLERIC;CLERIC_MALE_HUMAN;None;cguard1;10;MALE;MALE;NEUTRAL;None;BHSHOUT;None;None;WTASIGHT;;;;;;STAF01;;;;500;Cultist Guard
CGUARD2;HUMANOID;HUMAN;FIGHTER_CLERIC;CLERIC_MALE_HUMAN;cguard2;cguard2;10;MALE;MALE;NEUTRAL;None;SHOUT;GAALEAV3;None;WTASIGHT;;;;;;STAF01;;;;500;Cultist Guard
CH3GRD01;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;ch3grd01;ch3grd01;13;MALE;MALE;NEUTRAL;SHOUT;None;None;None;WTASIGHT;;shld05;;;;sw1h01;;;;3000;Shadow Thief
CH3MAG01;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;ch3mag01;ch3mag01;12;MALE;MALE;ENEMY;mage12b;None;None;None;None;;;;;;STAF01;;;;2000;Shadow Thief
CH7SPY;HUMANOID;PLATE;LONG_SWORD;BIRD;ch7spy;None;1;NIETHER;MALE;ALLY;;None;None;None;None;;;;mage01;imoenhp1;;;;;0;<Invalid Strref -1>
CHAK;GIANTHUMANOID;OGRE;OGRE;OROG_ELITE;chak;None;13;NIETHER;MALE;NEUTRAL;gpshout;None;OGRE;None;WTASIGHT;;shld19;;;;ax1h11;;;;6000;Chak
CHALCY01;HUMANOID;HUMAN;NO_CLASS;MONK_MALE_HUMAN;chalcy01;chalcy01;30;MALE;MALE;NEUTRAL;;None;None;None;None;;;IMMUNE3;MINHP1;;;;;;0;Cyric
CHALCY02;HUMANOID;HUMAN;THIEF;SHADOW_THIEF;chalcy02;chalcy02;25;MALE;MALE;ENEMY;chalDIE;None;None;None;chalcy02;helmnoan;chalcy2;RING34;RING09;chalcy3;chalcy1;;;;25000;Favored of Cyric
CHALDT01;HUMANOID;HUMAN;NO_CLASS;FIGHTER_MALE_HUMAN_LOW;chaldt01;chaldt01;25;NIETHER;MALE;NEUTRAL;chall03;None;None;None;None;helmnoan;;immune2;RING98;;innoc2;;;;25000;<CHARNAME>
CHALIN01;HUMANOID;HUMAN;NO_CLASS;FIGHTER_MALE_HUMAN_LOW;chalin01;chalin01;25;NIETHER;MALE;NEUTRAL;chall03;None;None;None;None;helmnoan;;immune2;innoc;;innoc2;;;;25000;<CHARNAME>
CHALPC01;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;CHALPC01;CHALPC01;20;MALE;MALE;NEUTRAL;INP1IVSG;None;None;None;CHALPC01;chalhelm;chalshld;ring34;ring29;amul22;MISCBC;;;;0;<CHARNAME>
CHALPC02;HUMANOID;HUMAN;FIGHTER;FIGHTER_FEMALE_HUMAN;CHALPC01;CHALPC01;20;MALE;MALE;NEUTRAL;INP1IVSG;None;None;None;CHALPC01;chalhelm;chalshld;ring34;ring29;amul22;MISCBC;;;;0;<CHARNAME>
CHALPC03;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_ELF;CHALPC01;CHALPC01;20;MALE;MALE;NEUTRAL;INP1IVSG;None;None;None;CHALPC01;chalhelm;chalshld;ring34;ring29;amul22;MISCBC;;;;0;<CHARNAME>
CHALPC04;HUMANOID;HUMAN;FIGHTER;FIGHTER_FEMALE_ELF_LOW;CHALPC01;CHALPC01;20;MALE;MALE;NEUTRAL;INP1IVSG;None;None;None;CHALPC01;chalhelm;chalshld;ring34;ring29;amul22;MISCBC;;;;0;<CHARNAME>
CHALPC05;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_DWARF_LOW;CHALPC01;CHALPC01;20;MALE;MALE;NEUTRAL;INP1IVSG;None;None;None;CHALPC01;chalhelm;chalshld;ring34;ring29;amul22;MISCBC;;;;0;<CHARNAME>
CHALPC06;HUMANOID;HUMAN;FIGHTER;FIGHTER_FEMALE_DWARF_LOW;CHALPC01;CHALPC01;20;MALE;MALE;NEUTRAL;INP1IVSG;None;None;None;CHALPC01;chalhelm;chalshld;ring34;ring29;amul22;MISCBC;;;;0;<CHARNAME>
CHALPC07;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HALFLING_LOW;CHALPC01;CHALPC01;20;MALE;MALE;NEUTRAL;INP1IVSG;None;None;None;CHALPC01;chalhelm;chalshld;ring34;ring29;amul22;MISCBC;;;;0;<CHARNAME>
CHALPC08;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HALFLING_LOW;CHALPC01;CHALPC01;20;MALE;MALE;NEUTRAL;INP1IVSG;None;None;None;CHALPC01;chalhelm;chalshld;ring34;ring29;amul22;MISCBC;;;;0;<CHARNAME>
CHALPC09;HUMANOID;HUMAN;PALADIN;FIGHTER_MALE_HUMAN;CHALPC01;CHALPC01;20;MALE;MALE;NEUTRAL;INP1IVSG;None;None;paladPC;CHALPC01;helm03;;ring34;ring29;amul22;sw2h10;;;;15000;<CHARNAME>
CHALPC10;HUMANOID;HUMAN;PALADIN;FIGHTER_FEMALE_HUMAN_LOW;CHALPC01;CHALPC01;20;MALE;MALE;NEUTRAL;INP1IVSG;None;None;paladPC;CHALPC01;helm03;;ring34;ring29;amul22;sw2h10;;;;15000;<CHARNAME>
CHALPC11;HUMANOID;HUMAN;PALADIN;FIGHTER_MALE_ELF_LOW;CHALPC01;CHALPC01;20;MALE;MALE;NEUTRAL;INP1IVSG;None;None;paladPC;CHALPC01;helm03;;ring34;ring29;amul22;sw2h10;;;;15000;<CHARNAME>
CHALPC12;HUMANOID;HUMAN;PALADIN;FIGHTER_FEMALE_ELF_LOW;CHALPC01;CHALPC01;20;MALE;MALE;NEUTRAL;INP1IVSG;None;None;paladPC;CHALPC01;helm03;;ring34;ring29;amul22;sw2h10;;;;15000;<CHARNAME>
CHALPC13;HUMANOID;HUMAN;PALADIN;FIGHTER_MALE_DWARF_LOW;CHALPC01;CHALPC01;20;MALE;MALE;NEUTRAL;INP1IVSG;None;None;paladPC;CHALPC01;helm03;;ring34;ring29;amul22;sw2h10;;;;15000;<CHARNAME>
CHALPC14;HUMANOID;HUMAN;PALADIN;FIGHTER_FEMALE_DWARF_LOW;CHALPC01;CHALPC01;20;MALE;MALE;NEUTRAL;INP1IVSG;None;None;paladPC;CHALPC01;helm03;;ring34;ring29;amul22;sw2h10;;;;15000;<CHARNAME>
CHALPC15;HUMANOID;HUMAN;PALADIN;FIGHTER_MALE_HALFLING_LOW;CHALPC01;CHALPC01;20;MALE;MALE;NEUTRAL;INP1IVSG;None;None;paladPC;CHALPC01;helm03;;ring34;ring29;amul22;sw2h10;;;;15000;<CHARNAME>
CHALPC16;HUMANOID;HUMAN;PALADIN;FIGHTER_FEMALE_HALFLING_LOW;CHALPC01;CHALPC01;20;MALE;MALE;NEUTRAL;INP1IVSG;None;None;paladPC;CHALPC01;helm03;;ring34;ring29;amul22;sw2h10;;;;15000;<CHARNAME>
CHALRV01;GIANTHUMANOID;NO_RACE;NO_CLASS;RAVER;chalrv01;chalrv01;30;NIETHER;MALE;NEUTRAL;None;None;None;None;chalrv01;;;IMMUNE4;;RAVAG03;RAVAG01;RAVAG02;;;50000;The Ravager
CHALSLAY;MONSTER;DEMONIC;NO_CLASS;SLAYER;chalslay;chalslay;25;NIETHER;MALE;ENEMY;chalslay;None;None;None;None;helmnoan;;immune2;chalslay;;innoc2;;;;25000;Slayer
CHALSP01;HUMANOID;HUMAN;NO_CLASS;FAT_MAN;chalsp01;chalsp01;1;MALE;MALE;NEUTRAL;chalDIE;None;None;None;None;;;minhp1;;;;;;;5;Gavid
CHALTROL;GIANTHUMANOID;TROLL;TROLL;TROLL;chevil03;chevil03;8;EXTRA2;MALE;ENEMY;chaltrol;GRPSHT01;chalDIE;None;WTASIGHT;;;TROLLREG;TROLLIMM;MONHP1;TROLL01;;;;1400;Giant Troll
CHANG01;HUMANOID;HUMAN;FIGHTER_THIEF;FIGHTER_MALE_HUMAN;chang01;chang01;16;MALE;MALE;ENEMY;None;None;None;None;GPARCHER;helmnoan;;;ring05;;bow26;sw1h10;;;12000;Angelo
CHANG02;HUMANOID;HUMAN;FIGHTER_THIEF;FIGHTER_MALE_HUMAN;chang01;chang01;16;MALE;MALE;ENEMY;None;None;None;None;GPARCHER;helmnoan;;;ring05;;bow26;sw1h10;;;12000;Angelo
CHANTE;HUMANOID;HUMAN;INNOCENT;MAGE_MALE_HUMAN;None;None;4;MALE;MALE;NEUTRAL;None;RUNENEMY;None;None;WTRUNSGT;;;;;;STAF01;;;;420;Chanter
CHANTE2;HUMANOID;HUMAN;INNOCENT;MAGE_MALE_HUMAN;None;chante2;4;MALE;MALE;NEUTRAL;INITMAIN;RUNENEMY;None;None;WTRUNSGT;;;;;;STAF01;;;;35;Chanter
CHARBASE;HUMANOID;HUMAN;MAGE;SIRINE;None;None;1;MALE;MALE;PC;None;None;None;None;None;;;;;;;;;;0;<Invalid Strref -1>
CHEVIL01;HUMANOID;KOBOLD;KOBOLD;KOBOLD;chevil01;chevil01;3;EXTRA;MALE;ENEMY;chalDIE;GRPSHT01;;None;WTARSGT;;;;;;COMPB05;SW1H07;;;125;Kobold Commando
CHEVIL02;HUMANOID;DOPPLEGANGER;DOPPLEGANGER;DOPPLEGANGER;chevil01;chevil01;4;EXTRA;MALE;ENEMY;chalDIE;GRPSHT01;None;None;WTASIGHT;;;;;;DOPPLE;;;;420;Doppelganger
CHEVIL03;GIANTHUMANOID;OGRE;OGRE_MAGE;OGRE_MAGE;chevil03;chevil03;5;EXTRA2;MALE;ENEMY;chalDIE;GRPSHT01;None;None;OGMAGI01;;;;MAGE01;;COMPS01;;;;750;Ogre Mage
CHEVIL04;HUMANOID;SAHUAGIN;FIGHTER;SAHUAGIN;chevil03;chevil03;6;EXTRA2;MALE;ENEMY;chalDIE;GRPSHT01;None;None;WTASIGHT;;;;;;S1-10;;;;2000;Sahuagin
CHEVIL05;HUMANOID;GNOLL;GNOLL;GNOLL;chevil03;chevil03;6;EXTRA2;MALE;ENEMY;chalDIE;GRPSHT01;None;None;WTASIGHT;;;;;;HALB01;;;;350;Gnoll Captain
CHEVIL06;HUMANOID;ELF;FIGHTER;DROW;chevil06;chevil06;7;EXTRA3;MALE;ENEMY;chalDIE;GRPSHT01;None;None;CFIGH20B;helmnoan;DWSHLD01;;;;DWSW1H02;;;;4000;Drow Warrior
CHEVIL07;HUMANOID;ELF;CLERIC;DROW_FEMALE;chevil06;chevil06;9;EXTRA3;FEMALE;ENEMY;chalDIE;GRPSHT01;None;None;PRIES12a;;DWSHLD01;;;;dwwhip01;;;;4000;Drow Priestess
CHEVIL08;UNDEAD;VAMPIRE;VAMPIRE;BODHI;chevil08;chevil08;25;FEMALE;FEMALE;ENEMY;chalDIE;GRPSHT01;None;useitem;WTASIGHT;helmnoan;;ring95;IMMUNE2;AMUL25;VAMP;;;;15000;Bodhi
CHEVIL09;HUMANOID;ELF;MAGE;JON_IRENICUS;chevil09;chevil09;20;MALE;MALE;ENEMY;chalDIE;GRPSHT01;useitem;None;aesgar;helmnoan;;RING08;RING34;AMUL21;STAF11;;;;12000;Jon Irenicus
CHEVIL10;HUMANOID;HUMAN;FIGHTER;SAREVOK;chevil10;chevil10;18;MALE;MALE;ENEMY;chalDIE;GRPSHT01;None;None;CFIGH20A;HELM06;;;RING09;;chevil10;;;;12000;Sarevok
CHGOOD01;HUMANOID;HALFLING;FIGHTER;FIGHTER_MALE_HALFLING;chgood01;chgood01;2;EXTRA;MALE;ENEMY;chalDIE;GRPSHT01;None;None;WTASIGHT;;shld01;;;;sw1h07;;;;25;Commoner
CHGOOD02;HUMANOID;DWARF;FIGHTER;FIGHTER_MALE_DWARF_LOW;chgood01;chgood01;2;EXTRA;MALE;ENEMY;chalDIE;GRPSHT01;None;None;WTASIGHT;;;;;;hamm01;;;;25;Commoner
CHGOOD03;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN_LOW;chgood01;chgood01;2;EXTRA;MALE;ENEMY;chalDIE;GRPSHT01;None;None;WTASIGHT;;;;;;sper01;;;;25;Commoner
CHGOOD04;HUMANOID;ELF;FIGHTER;FIGHTER_MALE_ELF;chgood04;chgood04;5;EXTRA2;MALE;ENEMY;chalDIE;GRPSHT01;None;None;CFIGH20A;ELFHELM;;;;;sw1h05;BOW12;;;2000;Elven Warrior
CHGOOD05;HUMANOID;ELF;FIGHTER;FIGHTER_FEMALE_ELF_LOW;chgood04;chgood04;5;EXTRA2;FEMALE;ENEMY;chalDIE;GRPSHT01;None;None;WTARSGT;ELFHELM;;;;;BOW12;sw1h05;;;2000;Elven Warrior
CHGOOD06;HUMANOID;HUMAN;PALADIN;CLERIC_MALE_HUMAN_LOW;chgood06;chgood06;8;EXTRA3;MALE;ENEMY;chalDIE;GRPSHT01;None;None;CFIGH20B;PALHELM;SHLD25;;RING09;;SW1H64;;;;4000;Knight of the Order
CHGOOD07;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN_LOW;chgood07;chgood07;20;MALE;MALE;ENEMY;chalDIE;GRPSHT01;None;None;ELTAN;HELM06;SHLD24;;;AMUL23;BLUN32;;;;12000;Duke Eltan
CHGOOD08;HUMANOID;HUMAN;MAGE_THIEF;THIEF_MALE_HUMAN;chgood08;chgood08;16;MALE;MALE;ENEMY;chalDIE;GRPSHT01;useitem;None;CHGOOD08;;;RING07;RING05;AMUL21;SW1H10;;;;12000;Aran Linvail
CHGOOD09;HUMANOID;ELF;CLERIC;ELLESIME;chgood09;chgood09;20;FEMALE;FEMALE;ENEMY;chalDIE;GRPSHT01;None;useitem;ccler20b;HELM26;;RING22;RING07;AMUL27;BLUN12;SLNG07;;;12000;Ellesime
CHICKDEF;ANIMAL;BIRD;NO_CLASS;CHICKEN;None;None;1;FEMALE;FEMALE;PC;None;SEEENEMY;None;None;WDASIGHT;;;;;;S1-2;;;;1;Rabid Chicken
CHICKE;ANIMAL;BIRD;NO_CLASS;CHICKEN;None;None;1;FEMALE;FEMALE;NEUTRAL;None;None;None;None;wdrunsgt;;;;;;;;;;1;Chicken
CHICKER;ANIMAL;BIRD;NO_CLASS;CHICKEN;None;None;1;FEMALE;FEMALE;ENEMY;None;None;None;None;WDASIGHT;;;;;;S1-2;;;;1;Rabid Chicken
CHORE;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;chore;chore;1;FEMALE;FEMALE;NEUTRAL;SHOUT;RUNENEMY;None;None;WTRUNSGT;;;;;;;;;;15;Chore
CHSAM01;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN_LOW;chsam01;chsam01;20;MALE;MALE;ENEMY;SPSEQ16A;None;None;None;GPMAGE1;HELMNOAN;;RING02;RING08;AMUL20;STAF12;;;;12000;Semaj
CHSAM02;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN_LOW;chsam01;chsam01;20;MALE;MALE;ENEMY;SPSEQ16A;None;None;None;GPMAGE1;HELMNOAN;;RING02;RING08;AMUL20;STAF12;;;;12000;Semaj
