
file;general;race;class;anim;deathvar;dialog;level;gender;sex;allegiance;overrideScript;classScript;raceScript;generalScript;defaultScript;helmet;shield;lring;rring;amulet;weapon1;weapon2;weapon3;weapon4;xpv;name
EYEDED01;HUMANOID;WRAITH;NO_CLASS;WIZARD_EYE;eyeded01;eyeded01;15;NIETHER;MALE;ENEMY;eyeded01;None;None;None;None;;;;;;;;;;12000;Eye of the Dead
EYEEGL01;ANIMAL;NO_RACE;NO_CLASS;WIZARD_EYE;eyeegl01;eyeegl01;10;NIETHER;MALE;ENEMY;eyeegl01;None;None;None;None;;;;;;bow24;;;;6000;Eagle Eye
EYEGOR01;HUMANOID;BASILISK;NO_CLASS;WIZARD_EYE;eyegor01;eyegor01;15;NIETHER;MALE;ENEMY;eyegor01;None;None;None;None;;;;;;eyegor01;;;;12000;Gorgon Eye
EYESEK01;HUMANOID;GNOME;NO_CLASS;WIZARD_EYE;eyesek01;eyesek01;15;NIETHER;MALE;ENEMY;eyesek01;None;None;None;None;;;;;;;;;;6000;Seeker
EYESNT01;HUMANOID;ELF;NO_CLASS;WIZARD_EYE;eyesnt01;eyesnt01;10;NIETHER;MALE;ENEMY;eyesnt01;None;None;None;None;;;;;;;;;;6000;Sentinel
EYEVIG01;HUMANOID;HUMAN;NO_CLASS;WIZARD_EYE;eyevig01;eyevig01;1;NIETHER;MALE;NEUTRAL;eyevig01;None;None;None;None;;;;;;;;;;7500;Vigilant
FAMCAT;ANIMAL;CAT;THIEF;CAT;famcat;famil3;3;NIETHER;MALE;ALLY;;None;None;None;;;;;FAMMY;IMMCLOUD;S1-3;S1-3;;;0;Cat
FAMCAT25;ANIMAL;CAT;THIEF;CAT;famcat;famil325;8;NIETHER;MALE;ALLY;;None;None;None;;;;;FAMMY;IMMCLOUD;S1-3;S1-3;;;0;Cat
FAMDOG;ANIMAL;DOG;DOG_WILD;DOG_WILD;famdog;;1;MALE;MALE;ALLY;None;None;None;None;None;;;FAMMY;;;P1-4;;;;35;Wild Dog
FAMDUS25;HUMANOID;MEPHIT;MEPHIT;IMP;famdust;famil225;8;NIETHER;MALE;ALLY;;None;None;None;;;;REGHP1;MOVRAT10;IMMCLOUD;S1-3;;;;0;Dust Mephit
FAMDUST;HUMANOID;MEPHIT;MEPHIT;IMP;famdust;famil2;3;NIETHER;MALE;ALLY;;None;None;None;;;;REGHP1;MOVRAT10;IMMCLOUD;S1-2;;;;0;Dust Mephit
FAMFAI25;MONSTER;WYVERN;WYVERN;WYVERN_FAMILIAR;famfair;famil125;8;NIETHER;MALE;ALLY;;None;None;None;;;;FAMMY;;IMMCLOUD;S1-2;;;;0;Fairy Dragon
FAMFAIR;MONSTER;WYVERN;WYVERN;WYVERN_FAMILIAR;famfair;famil1;5;NIETHER;MALE;ALLY;;None;None;None;;;;FAMMY;;IMMCLOUD;S1-2;;;;0;Fairy Dragon
FAMFER;ANIMAL;MAMMAL;MAGE_THIEF;GROUNDHOG;famfer;famil3;3;NIETHER;MALE;ALLY;;None;None;None;;;;MOVRAT10;FAMMY;IMMCLOUD;S1-3;S1-3;;;0;Ferret
FAMFER25;ANIMAL;MAMMAL;MAGE_THIEF;GROUNDHOG;famfer;famil325;8;NIETHER;MALE;ALLY;;None;None;None;;;;MOVRAT10;FAMMY;IMMCLOUD;S1-6;S1-6;;;0;Ferret
FAMFIRE;HUMANOID;MEPHIT;MEPHIT;IMP;famfire;;3;NIETHER;MALE;ALLY;;None;None;None;;;;;FAMMY;Immcloud;MEPFIR;;;;0;Fire Mephit
FAMIMP;HUMANOID;IMP;IMP;IMP;famimp;famil2;7;NIETHER;MALE;ALLY;;None;None;None;;;;REGHP1;FAMMY;;IMP;;;;0;Imp
FAMIMP25;HUMANOID;IMP;IMP;IMP;famimp;famil225;8;NIETHER;MALE;ALLY;;None;None;None;;;;REGHP1;FAMMY;IMMCLOUD;IMPCLAW;;;;0;Imp
FAMLIGHT;HUMANOID;MEPHIT;MEPHIT;IMP;famlight;;3;NIETHER;MALE;ALLY;;None;None;None;;;;FAMMY;;Immcloud;MEPLIG;;;;0;Lightning Mephit
FAMMIST;HUMANOID;MEPHIT;MEPHIT;IMP;fammist;;3;NIETHER;MALE;ALLY;;None;None;None;;;;;FAMMY;Immcloud;S1-3;S1-3;;;0;Mist Mephit
FAMPSD;MONSTER;WYVERN;WYVERN;WYVERN_FAMILIAR;fampsd;famil1;3;NIETHER;MALE;ALLY;;None;None;None;;;;REGHP1;;IMMCLOUD;CDFAMPSD;;;;0;Pseudo Dragon
FAMPSD25;MONSTER;WYVERN;WYVERN;WYVERN_FAMILIAR;fampsd;famil125;8;NIETHER;MALE;ALLY;;None;None;None;;;;REGHP1;;IMMCLOUD;PSDCLAW;;;;0;Pseudo Dragon
FAMQUA25;MONSTER;IMP;IMP;IMP;famquas;famil225;8;NIETHER;MALE;ALLY;;;None;None;;;;REGHP1;FAMMY;IMMCLOUD;QUASCLAW;;;;0;Quasit
FAMQUAS;MONSTER;IMP;IMP;IMP;famquas;famil2;3;NIETHER;MALE;ALLY;;;None;None;;;;REGHP1;FAMMY;;S1-6;;;;0;Quasit
FAMRAB;ANIMAL;RABBIT;THIEF;RABBIT;famrab;famil3;3;NIETHER;MALE;ALLY;;None;None;None;;;;;FAMMY;IMMCLOUD;S1-2;S1-2;;;0;Rabbit
FAMRAB25;ANIMAL;RABBIT;MAGE_THIEF;RABBIT;famrab;famil325;8;NIETHER;MALE;ALLY;;None;None;None;;;;;FAMMY;IMMCLOUD;S1-2;S1-2;;;0;Rabbit
FAMRAD;HUMANOID;MEPHIT;MEPHIT;IMP;famrad;;3;NIETHER;MALE;ALLY;;None;None;None;;;;reghp1;movrat10;Immcloud;S1-3;;;;0;Radiant Mephit
FAMWAR;ANIMAL;DOG;DOG_WAR;DOG_WAR;famwar;;2;MALE;MALE;ALLY;;None;None;None;;;;FAMMY;;;P1-8;;;;0;War Dog
FANGEL01;MONSTER;DEMONIC;TANARI;DEVA_MONADIC;solar;None;25;FEMALE;FEMALE;ENEMY;fangel01;None;None;None;wtasight;;;IMMUNE2;MINHP1;;DEVA;;;;20000;Fallen Solar
FARTHIN;HUMANOID;HUMAN;INNOCENT;NOBLE_MAN;farthin;farthin;1;MALE;MALE;NEUTRAL;GPSHOUT;RUNENEMY;NALIAFUN;None;WTRUNSGT;;;;;;;;;;15;Lord Farthington Roenall
FATESP;HUMANOID;HUMAN;INNOCENT;DOOM_GUARD;fatesp;fatesp;1;MALE;MALE;NEUTRAL;INP1IVBS;None;None;None;None;;;IMPINVIS;NOCIRC;;;;;;15;Fate Spirit
FETCH;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;fetch;fetch;1;MALE;MALE;NEUTRAL;SHOUT;RUNENEMY;None;None;WTRUNSGT;;;;;;;;;;15;Fetch
FFACTOR1;HUMANOID;DWARF;MAGE;MAGE_MALE_DWARF;FFActor1;ffactor1;8;MALE;MALE;NEUTRAL;FFACTOR1;SHOUT;None;Mage8a;WTASIGHT;;;;;;staf01;;;;4000;Kirinaldo
FFACTOR2;HUMANOID;ELF;MAGE;MAGE_FEMALE_ELF_LOW;FFActor2;ffactor2;8;FEMALE;FEMALE;NEUTRAL;FFACTOR2;SHOUT;None;Mage8b;WTASIGHT;;;;;;dagg01;;;;4000;Lunisia
FFBART;HUMANOID;HALFLING;FIGHTER;CLERIC_MALE_HALFLING;ffbart;ffbart;7;MALE;MALE;NEUTRAL;SHOUT;StealAMN;gpuse;WTASIGHT;None;helmnoan;;;;;blun02;;;;750;Samuel Thunderburp
FFBIFF01;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;FFBiff01;ffbiff01;1;MALE;MALE;NEUTRAL;SHOUT;FFACTDS;None;None;WTRUNSGT;;;;;;;;;;0;Biff the Understudy
FFCOOK;HUMANOID;HUMAN;INNOCENT;FAT_WOMAN;ffcook;ffcook;1;FEMALE;FEMALE;NEUTRAL;None;SHOUT;None;None;None;;;;;;;;;;15;Uda the Cook
FFCROWD1;HUMANOID;HUMAN;INNOCENT;NOBLE_MAN;ffcrowd1;ffcrowd1;1;MALE;MALE;NEUTRAL;SHOUT;FFACTLV;None;None;SCREAMRU;;;;;;;;;;15;Nobleman
FFCROWD2;HUMANOID;HUMAN;INNOCENT;NOBLE_WOMAN;ffcrowd2;ffcrowd2;1;FEMALE;FEMALE;NEUTRAL;SHOUT;FFACTLV;None;None;SCREAMRU;;;RING10;;;;;;;15;Noblewoman
FFCROWD3;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;ffcrowd3;ffcrowd3;1;MALE;MALE;NEUTRAL;SHOUT;FFACTLV;None;None;SCREAMRU;;;;;;;;;;15;Peasant
FFCROWD4;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;ffcrowd4;ffcrowd4;1;FEMALE;FEMALE;NEUTRAL;SHOUT;FFACTLV;None;None;SCREAMRU;;;;;;;;;;15;Commoner
FFCROWD5;HUMANOID;HUMAN;INNOCENT;FAT_WOMAN;ffcrowd5;ffcrowd5;1;FEMALE;FEMALE;NEUTRAL;SHOUT;FFACTLV;None;None;SCREAMRU;;;;;;;;;;15;Commoner
FFCUST01;HUMANOID;HUMAN;THIEF;THIEF_MALE_HUMAN;ercias;ffcust01;4;MALE;MALE;NEUTRAL;SHOUT;None;None;None;WDASIGHT;;;;;;sw1h07;;;;250;Ercias
FFCUST02;HUMANOID;HUMAN;INNOCENT;FAT_MAN;None;ffcust02;1;MALE;MALE;NEUTRAL;None;SHOUT;None;None;WDRUNSGT;;;;;;;;;;15;Tavern Patron
FFCUST03;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ffcust03;1;FEMALE;FEMALE;NEUTRAL;SHOUT;None;None;None;WDRUNSGT;;;;;;;;;;15;Tavern Patron
FFCUST04;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;None;ffcust04;1;MALE;MALE;NEUTRAL;SHOUT;None;None;None;WDRUNSGT;;;;;;;;;;15;Tavern Patron
FFCUST05;HUMANOID;HUMAN;INNOCENT;NOBLE_WOMAN;None;ffcust05;1;FEMALE;FEMALE;NEUTRAL;SHOUT;None;None;None;WDRUNSGT;;;RING10;;;;;;;15;Tavern Patron
FFCUST06;HUMANOID;HUMAN;FIGHTER;FIGHTER_FEMALE_HUMAN;belle;ffcust06;7;FEMALE;FEMALE;NEUTRAL;SHOUT;None;None;WTASIGHT;None;;;;;;sw2h01;;;;700;Belle
FFCUST07;HUMANOID;DWARF;FIGHTER;FIGHTER_MALE_DWARF;None;ffcust07;8;MALE;MALE;NEUTRAL;SHOUT;None;None;gpuse;WTASIGHT;helmnoan;;;;;hamm01;;;;1250;H'rothgar Firehammer
FFCUST08;HUMANOID;HALFLING;FIGHTER;CLERIC_MALE_HALFLING;jerry;ffcust08;3;MALE;MALE;NEUTRAL;SHOUT;None;None;None;WTARSGT;;shld11;;;;slng02;sw1h07;;;150;Jerry Jamtoes
FFCUST09;HUMANOID;HUMAN;INNOCENT;STATIC_NOBLE_MAN;sterk;ffcust09;1;MALE;MALE;NEUTRAL;SHOUT;None;None;None;WTRUNSGT;;;;;;;;;;15;Lord Sterk
FFRECEP;HUMANOID;ELF;MAGE;MAGE_FEMALE_ELF;ffrecep;ffrecep;1;FEMALE;FEMALE;NEUTRAL;FFACTLV;SHOUTDLG;SHOUT;None;screamru;;;;;;;;;;15;Receptionist
FFUSHER1;HUMANOID;HUMAN;CLERIC;CLERIC_MALE_HUMAN;ffusher1;ffusher1;2;MALE;MALE;NEUTRAL;SHOUT;FFACTLV;None;None;WTASIGHT;;;;;;;;;;75;Usher
FFUSHER2;HUMANOID;HUMAN;FIGHTER;CLERIC_FEMALE_HUMAN;ffusher2;ffusher2;2;FEMALE;FEMALE;NEUTRAL;SHOUT;FFACTLV;None;None;WTASIGHT;;;;;;;;;;75;Usher
FFWENCH;HUMANOID;HALFLING;INNOCENT;CLERIC_FEMALE_HALFLING;ffwench;ffwench;1;FEMALE;FEMALE;NEUTRAL;SHOUT;None;None;WDRUNSGT;None;;;;;;;;;;50;Thalia Thunderburp
FIGPIT;HUMANOID;HUMAN;INNOCENT;STATIC_FAT_MAN;None;shop01;1;MALE;MALE;NEUTRAL;SHOUT;None;None;None;None;;;;;;;;;;15;Storekeep
FINABAZ;MONSTER;DRAGON;SHADOW_DRAGON;FIGHTER_MALE_HUMAN;finabaz;;30;MALE;MALE;ENEMY;;;;;finabaz;HELMNOAN;;;;ALLFIVE;ABAZ03;;;;50000;Abazigal
FINABSPY;HUMANOID;NO_RACE;NO_CLASS;BIRD;cutspy;None;1;NIETHER;MALE;NEUTRAL;None;finabspy;None;None;None;;;;mage01;imoenhp1;;;;;0;<Invalid Strref -1>
FINALUF;HUMANOID;DEMONIC;MAGE;FIGHTER_FEMALE_ELF;finaluf;None;12;FEMALE;FEMALE;ENEMY;demondie;None;None;None;finaluf;;;immune1;ringdemn;;sw1h52;bow17;;;6000;Alu-Fiend
FINBABAU;MONSTER;DEMONIC;THIEF;LICH_BLACK;finbabau;None;9;MALE;MALE;ENEMY;demondie;None;None;None;finbabau;;;ringdemn;immune1;;finbabau;;;;17000;Babau
FINBALOR;MONSTER;DEMONIC;TANARI;TANARRI;finbalor;;13;MALE;MALE;ENEMY;demondie;None;None;None;finbalor;;;immune3;RINGDEMN;;balor;;;;26000;Balor
FINBALTH;HUMANOID;HUMAN;MONK;MONK_MALE_HUMAN;finbalth;;30;MALE;MALE;NEUTRAL;;balthdie;;;finbalth;;;IMMUNE3;;ALLFIVE;MFIST8;STAF20;;;50000;Balthazar
FINBODH;UNDEAD;VAMPIRE;VAMPIRE;BODHI;finbodh;finbodh;25;FEMALE;FEMALE;NEUTRAL;None;None;None;None;finbodhi;;;ring95;immune3;;vamp3;;;;25000;Bodhi
FINCAMB2;MONSTER;DEMONIC;FIGHTER;FIGHTER_MALE_ELF;fincamb2;;20;MALE;MALE;ENEMY;demondie;None;None;None;fincamb2;chalhelm;;;ringdemn;;sw2h08;bow04;;;10000;Cambion
FINGLAB;MONSTER;DEMONIC;TANARI;GLABREZU;finglab;None;10;MALE;MALE;ENEMY;demondie;None;None;None;finglab;;;ringdemn;immune2;;finglab;;;;12000;Glabrezu
FINGROM;HUMANOID;HALFORC;FIGHTER;FIGHTER_MALE_HALFORC;fingrom;;22;MALE;MALE;NEUTRAL;;;;;fingrom;HELMNOAN;;;;ALLFIVE;GROMNIR;;;;50000;Gromnir Il-Khan
FINGRUN1;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;fingrun1;ysgrunt;5;MALE;MALE;NEUTRAL;ysgrunt;None;None;None;WTASIGHT;;;;;;bow01;;;;650;Yaga-Shura Soldier
FINGRUN2;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;fingrun2;ysgrunt;5;MALE;MALE;NEUTRAL;ysgrunt;None;None;None;WTASIGHT;;;;;;bow01;;;;650;Yaga-Shura Soldier
FINGRUN3;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;fingrun3;ysgrunt;5;MALE;MALE;NEUTRAL;ysgrunt;None;None;None;WTASIGHT;;;;;;bow01;;;;650;Yaga-Shura Soldier
FINGTEST;HUMANOID;DWARF;FIGHTER;FIGHTER_MALE_DWARF;DuegarClanChief;ilyich;7;MALE;MALE;NEUTRAL;fingtest;None;None;None;WTASIGHT;;SHLD03;;;;AX1H01;SLNG01;;;520;Ilyich
FINILLA;HUMANOID;ELF;RANGER;FIGHTER_FEMALE_HUMAN_LOW;finilla;;18;FEMALE;FEMALE;NEUTRAL;;;;;finilla;;;RING06;;ALLFIVE;ILLAS01;ILLAS02;ILLAS03;DAGG15;50000;Illasera
FINIMOEN;HUMANOID;HUMAN;MAGE_THIEF;THIEF_FEMALE_HUMAN;Imoen2;imoen25p;24;FEMALE;FEMALE;NEUTRAL;imoe25;None;None;None;None;;;;;;dagg24;bow18;;;0;Imoen
FINIREN;HUMANOID;ELF;MAGE;JON_IRENICUS;finiren;irenic2;30;MALE;MALE;NEUTRAL;None;None;None;None;finiren;;;;;STONSKIN;;finir0m;finir0r;;46000;Jon Irenicus
FINMARIL;MONSTER;DEMONIC;TANARI;MARILITH;finmaril;;12;FEMALE;FEMALE;ENEMY;demondie;None;None;None;finmaril;;;ringdemn;immune2;;marili;;;;23000;Marilith
FINMEL01;HUMANOID;HUMAN;CLERIC_MAGE;MELISSAN;finmel01;finmel01;30;FEMALE;FEMALE;NEUTRAL;FINMEL01;None;None;None;finmel;FINBALTH;;ALLFIVE;FINABAZ;FINMEL01;SPERMEL;DARTMEL;;;91000;Melissan
FINNABAS;MONSTER;DEMONIC;TANARI;CORNUGON;finnabas;None;13;MALE;MALE;ENEMY;demondie;None;None;None;finnabas;;;ringdemn;immune1;;finnabas;;;;16000;Nabassu
FINRAVER;GIANTHUMANOID;LICH;MIST;RAVER;slayer;;20;NIETHER;MALE;NEUTRAL;None;;;None;WTASIGHT;;;;;;slayerwp;;;;0;Slayer
FINSARE2;HUMANOID;HUMAN;SAREVOK;SAREVOK;finsare2;finsare2;25;MALE;MALE;ALLY;finsare2;None;None;None;None;HELMNOAN;;;;;FINSRV;;;;50000;Sarevok
FINSAREV;HUMANOID;HUMAN;SAREVOK;SAREVOK;finsarev;finsarev;25;MALE;MALE;NEUTRAL;finsarev;None;None;None;None;helmnoan;;monhp1;;;finsrv;;;;50000;Sarevok
FINSEND;HUMANOID;ELF;CLERIC_MAGE;CLERIC_FEMALE_ELF;finsend;;20;FEMALE;FEMALE;NEUTRAL;;;;;finsend;HELM34;DWSHLD01;RING12;;ALLFIVE;SENDAI;SLNGSD;;;50000;Sendai
FINSOL01;MONSTER;DEMONIC;TANARI;SOLAR;finsol01;finsol01;25;FEMALE;FEMALE;NEUTRAL;None;None;None;None;wtasight;;;IMMUNE2;MINHP1;;DEVA;;;;20000;Solar
FINSOL02;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_EARTH;ELEMENTAL_AIR;finsol02;;20;NIETHER;MALE;ENEMY;elemyanc;None;None;None;WTASIGHT;;;elemprin;;;elemyanc;;;;56000;Yan-C-Bin
FINSOL03;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_EARTH;GOLEM_ICE;finsol03;;20;NIETHER;MALE;ENEMY;elemcryo;None;None;None;WTASIGHT;;;elemprin;;;elemcryo;;;;56000;Cryonax
FINSOL04;MONSTER;DEMONIC;NO_CLASS;DEVA_MONADIC;finsol04;None;22;FEMALE;FEMALE;ENEMY;finsol;None;None;None;finsol04;helmnoan;;immune4;;;FINSOL01;FINSOL02;;;32000;Fallen Solar
FINSOLA2;MONSTER;DEMONIC;NO_CLASS;DEVA_MONADIC;finsola2;None;22;FEMALE;FEMALE;ENEMY;finsol;None;None;None;finsol04;helmnoan;;immune4;;;FINSOL01;FINSOL02;;;32000;Fallen Solar
FINSOLA3;MONSTER;DEMONIC;NO_CLASS;DEVA_MONADIC;finsola3;None;22;FEMALE;FEMALE;ENEMY;finsol;None;None;None;finsol04;helmnoan;;immune4;;;FINSOL01;FINSOL02;;;32000;Fallen Solar
FINSOLAR;MONSTER;DEMONIC;NO_CLASS;DEVA_MONADIC;finsolar;None;22;FEMALE;FEMALE;ENEMY;finsol;None;None;None;finsol04;helmnoan;;immune4;;;FINSOL01;FINSOL02;;;32000;Fallen Solar
FINSUCC;MONSTER;DEMONIC;TANARI;SIRINE;finsucc;;8;FEMALE;FEMALE;ENEMY;demondie;None;None;None;finsucc;;;ringdemn;immune2;;finsucc;;;;11000;Succubus
FINYAGA;GIANTHUMANOID;GIANT;FIGHTER;GIANT_FIRE;finyaga;;25;MALE;MALE;ENEMY;;;;;finyaga;;HAMM10;;;ALLFIVE;YAGAWH;;;;50000;Yaga-Shura
FIRAMB01;HUMANOID;LYCANTHROPE;WOLFWERE;WEREWOLF_GREATER;firamb01;firamb01;10;MALE;MALE;NEUTRAL;FIRAMB01;None;None;None;WTASIGHT;;;IMMUNE1;;;S1-12;;;;1800;Captain
FIRAMB02;HUMANOID;HOBGOBLIN;FIGHTER;HOBGOBLIN;firamb02;firamb02;1;MALE;MALE;NEUTRAL;FIRAMB02;None;None;None;WTASIGHT;HELM01;;;;;COMPS01;;;;35;Gerg
FIRAMB03;MONSTER;TROLL;TROLL;TROLL;firamb03;firamb03;6;NIETHER;MALE;NEUTRAL;troll01;FIRAMB03;None;None;WTASIGHT;;;TROLLREG;TROLLIMM;MONHP1;TROLL01;;;;1400;Troll
FIRAMB04;HUMANOID;LYCANTHROPE;WOLFWERE;FIGHTER_MALE_HUMAN;firamb01;firamb01;10;MALE;MALE;NEUTRAL;SHOUTDLG;None;None;None;WTASIGHT;;;IMMUNE1;;;S1-12;;;;1800;Captain
FIRAMB05;MONSTER;TROLL;TROLL;TROLL;firamb05;None;6;NIETHER;MALE;ENEMY;None;FIRAMB05;None;None;None;;;;TROLLIMM;;TROLL01;;;;1400;Troll
FIRARC01;HUMANOID;ORC;ORC;ORC_ELITE_RANGE;firarc01;;6;MALE;MALE;ENEMY;None;None;None;None;wtasight;;;;;;BOW01;BLUN06;;;1000;Orc Archer
FIRBAN01;HUMANOID;HUMAN;MAGE;MAGE_MALE_ELF;firban01;firban01;16;MALE;MALE;NEUTRAL;GENSHT01;mage16A;gpshout;None;None;;;ring06;;;;;;;5000;Bandit
FIRBAN02;HUMANOID;HUMAN;CLERIC;CLERIC_FEMALE_ELF;firban02;firban02;14;FEMALE;FEMALE;NEUTRAL;firban02;priest12;gpshout;None;None;;;;;;staf01;;;;3500;Plath Rededge
FIRBAN03;HUMANOID;DWARF;FIGHTER;FIGHTER_MALE_DWARF;firban03;firban03;12;MALE;MALE;NEUTRAL;firban02;gpshout;None;None;wtasight;HELM01;SHLD05;;;;AX1H01;;;;2500;Bandit
FIRBAN04;HUMANOID;ORC;ORC;ORC_MELEE;firban04;;6;MALE;MALE;NEUTRAL;firban02;gpshout;None;None;WTASIGHT;;;;;;SW1H01;;;;150;Orc
FIRBAN05;HUMANOID;ORC;ORC;ORC_ELITE_RANGE;firban05;;6;MALE;MALE;NEUTRAL;firban02;gpshout;None;None;WTARSGT;;;;;;AX1H01;BOW01;;;150;Orc
FIREB1;HUMANOID;ELF;INNOCENT;MAGE_MALE_ELF;None;fireb1;11;MALE;MALE;NEUTRAL;SHOUT;GG300;MAGE6;None;wtasight;;;;;;DAGG01;;;;2700;Firebead Elvenhair
FIREBE;HUMANOID;ELF;INNOCENT;MAGE_MALE_ELF;None;firebe;11;MALE;MALE;NEUTRAL;INITDLG;GG300;MAGE6;None;wdasight;;;;;;DAGG01;;;;2700;Firebead Elvenhair
FIRKRA01;HUMANOID;DRAGON;RED_DRAGON;FIGHTER_MALE_HUMAN;firkra01;firkra01;1;MALE;MALE;NEUTRAL;firkra01;None;None;None;None;;;;;MINHP1;;;;;0;Lord Jierdan
FIRKRA02;MONSTER;DRAGON;RED_DRAGON;DRAGON_RED;firkra02;firkra02;23;MALE;MALE;NEUTRAL;DragRed;SHOUTDLG;None;None;;;;;DRAGRING;;DRAGRED1;;;;64000;Firkraag
FIRKRA03;MONSTER;NO_RACE;NO_CLASS;DOOM_GUARD;Firkra03;Firkra03;8;NIETHER;MALE;NEUTRAL;;gensht01;None;None;None;;;RING95;MAGE01;;S2-16;;;;0;Voice
FIRLCH01;UNDEAD;LICH;MAGE;LICH;firlch01;firlch01;20;NIETHER;MALE;ENEMY;None;firlch01;None;None;wtasight;;;RING95;LICH;;LICHEL01;;;;22000;Fire Lich
FIRMAG01;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;firmag01;firmag01;16;MALE;MALE;NEUTRAL;conster;mage16M;None;None;wtasight;helmnoan;;STONSKIN;;;STAF01;;;;6000;Conster
FIRMON01;UNDEAD;WRAITH;NO_CLASS;SIRINE;firmon01;firmon01;7;FEMALE;FEMALE;ENEMY;None;None;None;None;WTASIGHT;;;IMMUNE1;RING95;;S1-8;;;;4000;Banshee
FIRMON02;UNDEAD;SKELETON;SKELETON_WARRIOR;SKELETON;None;;13;NIETHER;MALE;ENEMY;None;None;None;None;WTARSGT;HELM08;;RING99;;;HALB04;BOW01;;;4000;Skeleton Warrior
FIRMON03;MONSTER;BEHOLDER;BEHOLDER;BEHOLDER;firmon03;;8;NIETHER;MALE;ENEMY;GENSHT01;None;None;BEHDIR01;WTASIGHT;;;beholder;;;BEHOLD;;;;10000;Director
FIRMON04;UNDEAD;GHOUL;GHOUL_REVEANT;REVENANT;monfir04;monfir04;15;NIETHER;MALE;NEUTRAL;;INITDLG2;None;None;WTASIGHT;;;IMMUNE1;RING95;;AX1H12;REVENT2;REVENT1;;3000;Revenant
FIRORC01;HUMANOID;ORC;ORC;OROG;firorc01;firorc01;12;MALE;MALE;NEUTRAL;firorc01;None;None;None;wtasight;HELM01;SHLD05;;;;SW1H04;;;;2000;Chieftain DigDag
FIRORC02;HUMANOID;ORC;ORC;ORC_MELEE;firorc02;firorc02;6;MALE;MALE;NEUTRAL;None;initrg10;None;None;WTASIGHT;;;;;;SW1H01;;;;15;Derg the Orc
FIRORC03;HUMANOID;ORC;ORC;ORC_ELITE_MELEE;firorc03;firorc03;1;FEMALE;FEMALE;NEUTRAL;None;None;None;None;WTASIGHT;;;;;;SPER01;;;;15;Flaylan the Orc
FIRRAK01;MONSTER;RAKSHASA;RAKSHASA;RAKSHASA;firrak01;firrak01;18;MALE;MALE;NEUTRAL;None;SHOUTDLG;None;RAKRUH01;WTASIGHT;;;ring02;rakring;IMMUNE2;sw1h04;;;;7000;Ruhk Transmuter
FIRRAK02;MONSTER;RAKSHASA;RAKSHASA;RAKSHASA;firrak02;firrak02;11;MALE;MALE;NEUTRAL;None;SHOUTDLG;None;RAKSHA01;WTASIGHT;;;;rakring;IMMUNE2;sw1h04;;;;7000;Ruhk
FIRTRL01;MONSTER;TROLL;TROLL;TROLL;firtrl01;firtrl01;6;NIETHER;MALE;NEUTRAL;cdtroll1;INITRG10;None;None;WTASIGHT;;;TROLLREG;TROLLIMM;MONHP1;TROLL01;;;;1400;Troll Cook
FIRWLF01;HUMANOID;LYCANTHROPE;WEREWOLF;FIGHTER_MALE_HUMAN;firwlf01;firwlf01;7;MALE;MALE;NEUTRAL;firwlf01;WTASIGHT;None;None;None;;;ringwolf;;;S1-12;;;;2200;Grancor
FIRWLF02;HUMANOID;LYCANTHROPE;WEREWOLF;FIGHTER_MALE_HUMAN;firwlf02;firwlf02;7;MALE;MALE;NEUTRAL;;WTASIGHT;None;None;None;;;ringwolf;;;S1-12;;;;2200;Falik
FIRWRA01;UNDEAD;WRAITH;WRAITH;SHADOW;firwra01;firwra01;8;NIETHER;MALE;ENEMY;GENSHT01;None;None;None;WTASIGHT;;;IMMUNE1;IMMCHS;;WRAITH1;;;;8000;Greater Wraith
FLAM13;HUMANOID;HUMAN;FIGHTER;CLERIC_MALE_HUMAN;DICKSMOK;flambg;2;MALE;MALE;NEUTRAL;SHOUT;INITDLG;None;None;WTASIGHT;;SHLD01;;;;SW1H04;;;;15;Dilos
FLYFGT01;HUMANOID;HUMAN;THIEF;THIEF_MALE_HUMAN;Flyfgt;flyfgt01;10;MALE;MALE;ENEMY;INITRG10;GENSHT01;None;None;wtasight;;;;;;SW1H07;;;;1400;Shadow Thief
FLYFGT02;HUMANOID;HUMAN;THIEF;THIEF_MALE_HUMAN;Flyfgt;flyfgt02;10;MALE;MALE;ENEMY;GENSHT01;None;None;None;wtasight;HELM01;SHLD01;;;;SW1H04;;;;1400;Shadow Thief Guard
